Company,Invoice No,Date of Invoice,Payment Month,Client,FSAM / Job,FDA,Cat,Amount
Blacktown Council,Inv 4938/19,22/10/2018,30/11/2018,NBN Co,NBN A417,"MW417R000098-AYCA-4TC0MT-2QUA-65-50 Farnham Rd, Quakers Hill",NBN New Devs,"$1,036.80"
Jemena,Inv 93036571,22/10/2018,30/11/2018,NBN Co,NBN A417,MW417R001115-AYCA-591MZC-2CRO-21-CRONULLA 88 DEVELOPMENTS ,NBN New Devs,$600.00
Canterbury Concil,Inv 2049851,23/10/2018,22/11/2018,NBN Co,NBN A417,"MW417R001092-AYCA-5GPSWE-TTFN-2CAM-20-100A- 100B Northcote Street, Canterburry",NBN New Devs,"$1,070.25"
Coffey,Inv CANB06491L,23/10/2018,06/11/2018,NBN Co,NBN A417,"MW417R001661-AYCA-5JRURV-9BLC-20-37 Belconnen Way, Weetangera, ACT Ext",NBN New Devs,$300.00
Comms Connect,Inv 11024,23/10/2018,30/11/2018,NBN Co,NBN A417,MW22435-AYCA-5576QH-2TGL-02-3 Ghersi Ave Wambera,NBN New Devs,$275.83
Nintey Nine Group,Inv 609,23/10/2018,06/11/2018,NBN Co,NBN A417,MW417R001505-AYCA-4ZNBL1-2EPP-60-The Gateway on Pembroke Epping DFN,NBN New Devs DFN HFC,"$1,740.00"
Nintey Nine Group,Inv 610,23/10/2018,06/11/2018,NBN Co,NBN A417,"MW417R001755-AYCA-5FEXSP-2PEN-61-103-105 Metella Road, Toongabbie DFN ",NBN New Devs DFN HFC,"$1,500.00"
Nintey Nine Group,Inv 610,23/10/2018,06/11/2018,NBN Co,NBN A417,"MW417R001793-AYCA-4WB37J-2FRE-61-36 Pringle Ave, Belrose HFC DFN",NBN New Devs DFN HFC,"$1,500.00"
Nintey Nine Group,Inv 608,23/10/2018,06/11/2018,NBN Co,NBN Project Fusion,MW417R000559 - 2SPW-21 - STELLAR NPDL_MWR (A417)-Springwood,NBN Project Fusion,"$1,518.00"
Nintey Nine Group,Inv 608,23/10/2018,06/11/2018,NBN Co,NBN Project Fusion,MW417R000560 - 2SPW-28 - STELLAR NPDL_MWR (A417)-Springwood,NBN Project Fusion,"$3,619.00"
Nintey Nine Group,Inv 608,23/10/2018,06/11/2018,NBN Co,NBN Project Fusion,MW417R000556-2ORC-21-STELLAR NPDL_MWR (A417)-Orchard Hills,NBN Project Fusion,"$1,001.00"
Cumberland Council,PO 0521,24/10/2018,23/11/2018,NBN Co,NBN A417,"MW417R000157-AYCA-4A46K7-2PAR-63-208-210 Great Western Hwy, Westmead DFN Design & Construct",NBN New Devs DFN HFC,"$4,025.00"
Liverpool Council,PO 05232,24/10/2018,23/11/2018,NBN Co,NBN A401,MW22191-AYCA-4Z4FSB - 2MIL-20 -  Mainfreight Logistics - 1,NBN New Devs,$612.64
Worksafe,Inv 201810581,24/10/2018,30/11/2018,NBN Co,NBN A417,"MW417R001755-AYCA-5FEXSP-2PEN-61-103-105 Metella Road, Toongabbie DFN ",NBN New Devs DFN HFC,"$20,221.33"
Albas Constrcution,Inv 008,25/10/2018,30/11/2018,NBN Co,NBN A417,"MW417R002021-AYCA-4IIZWC-2STL-66-28 Albany St, St Leonards DFN HFC",NBN New Devs DFN HFC,"$9,725.60"
Albas Constrcution,Inv 009,26/10/2018,30/11/2018,NBN Co,NBN A417,MW417R001874 - AYCA-512UVL - 2WYO-03 - Marineres Centre of Excellence,NBN New Devs,"$2,258.40"
Albas Constrcution,Inv 010,26/10/2018,30/11/2018,NBN Co,NBN A417,"MW417R001136-AYCA-33L9HP-2BAN-64-Restwell & Leonard St, Bankstown DFN Design",NBN New Devs DFN HFC,"$18,899.43"
KSJDA,Inv 18/1302,26/10/2018,30/11/2018,NBN Co,NBN A401,"MW417R001461-AYCA-5IWI3A-2WLL-20-26 Queen St, Stockton ",NBN New Devs,"$14,222.52"
Tactix Civil,Inv 001,27/10/2018,30/11/2018,NBN Co,NBN A401,MW22191-AYCA-4Z4FSB - 2MIL-20 -  Mainfreight Logistics - 1,NBN New Devs,"$6,007.94"
Tactix Civil,Inv 002,27/10/2018,30/11/2018,NBN Co,NBN A417,MW22436 - AYCA-4SRFAN-2226 Roseberry St Balgowlah NSW EXT,NBN New Devs,"$2,564.38"
Tactix Civil,Inv 003,27/10/2018,30/11/2018,NBN Co,NBN A401,"MW417R001768-AYCA-5GWBTB-2TAH-01-4 Davies Place, Picton",NBN New Devs,"$3,333.25"
Tactix Civil,Inv 004,27/10/2018,30/11/2018,NBN Co,NBN A417,"MW22094-AYCA-4LM7HH-2UND-61-590-602 New Canterbury Rd, Hurlstone Park",NBN New Devs,$443.70
Tactix Civil,Inv 005,27/10/2018,30/11/2018,NBN Co,NBN A417,"MW22296-AYCA-4RB8MD-2LID-03-2 Clarke St, Berala",NBN New Devs,"$5,124.09"
Tactix Civil,Inv 006,27/10/2018,30/11/2018,NBN Co,NBN A417,"MW417R000243-AYCA-56I886-2ASH-64-47 Cecil St, Ashfield",NBN New Devs,"$3,453.83"
Tactix Civil,Inv 007,27/10/2018,30/11/2018,NBN Co,NBN A417,"MW417R000707-AYCA-4QHVO8-2CHL-07-13-15 Pacific Hwy, Gateshead",NBN New Devs,"$11,292.03"
Altus,Inv 184813,28/10/2018,30/11/2018,NBN Co,NBN A417,"MW417R001116-AYCA-5FE5LS-2LIV-03-Hoxton Park Road, Liverpool",NBN New Devs,$599.55
Qubicon,Inv 0593,29/10/2018,30/11/2018,NBN Co,NBN A417,"MW417R001530 - AYCA-5CXXCR - 2BTM-21 - 30 Golf Links Dr, Batemans Bay ",NBN New Devs,"$1,770.88"
Qubicon,Inv 596,29/10/2018,30/11/2018,NBN Co,NBN A417,MW417R001505-AYCA-4ZNBL1-2EPP-60-The Gateway on Pembroke Epping DFN,NBN New Devs DFN HFC,"$7,817.09"
Global Elite technologies   ,Inv 203,30/10/2018,30/11/2018,NBN Co,NBN A417,MW417R000494-AYCA-21R8AP-2WLG-07-12-14 New Dapto Rd Wollongong,NBN New Devs,$680.69
Global Elite technologies   ,Inv 203,30/10/2018,30/11/2018,NBN Co,NBN A417,MW417R001968 - AYCA-5N4YCV - 2BTH-02 - 5 Watt Drive Robin Hill Ext,NBN New Devs,"$1,384.60"
Global Elite technologies   ,Inv 203,30/10/2018,30/11/2018,NBN Co,NBN A417,"MW417R000708-AYCA-57DG41-2BTH-01-93 Stanley St, Bathurst Ext",NBN New Devs,"$2,929.97"
VS Connect,Inv 1033,30/10/2018,30/11/2018,NBN Co,NBN A417,MW417R001125-2BMG-20-STELLAR NPDL Bermagui,NBN Project Fusion,"$68,555.00"
VS Connect,Inv 1034,30/10/2018,30/11/2018,NBN Co,NBN A417,MW417R001691 - AYCA-5PYJJF - 2KCL-02 - Sailfish Way & Seaside Drive Kingscliff NSB,NBN New Devs,"$2,722.80"
VS Connect,Inv 1034,30/10/2018,30/11/2018,NBN Co,NBN A417,MW417R001241-AYCA-5MNUDQ-2KNS-03-221 Queen Street Beaconsfield NSB,NBN New Devs,$560.00
VS Connect,Inv 1034,30/10/2018,30/11/2018,NBN Co,NBN A417,MW417R001369 - AYCA-5DL8UH - 2MRE-02 - Boland Drive Moree NSB,NBN New Devs,"$1,960.50"
VS Connect,Inv 1034,30/10/2018,30/11/2018,NBN Co,NBN A417,MW417R001630 - AYCA-5PBMZD - 2URL-20 - 14 SALISBURY ST URALLA NSB,NBN New Devs,"$1,532.10"
VS Connect,Inv 1034,30/10/2018,30/11/2018,NBN Co,NBN A417,MW417R001874 - AYCA-512UVL - 2WYO-03 - Marineres Centre of Excellence,NBN New Devs,$774.20
VS Connect,Inv 1035,30/10/2018,30/11/2018,NBN Co,NBN A417,MW417R001131-2MYA-01-STELLAR NPDL-Moruya,NBN Project Fusion,"$11,575.00"
Altus,Inv 185858,04/11/2018,31/12/2018,NBN Co,NBN A417,"MW417R001136-AYCA-33L9HP-2BAN-64-Restwell & Leonard St, Bankstown DFN Design",NBN New Devs DFN HFC,"$1,880.00"
OSGA,Inv 201824,06/11/2018,13/12/2018,NBN Co,NBN Project Fusion,MW417R001262-2WAL-20-STELLAR NPDL_MWR (A417)-Wallerawang,NBN Project Fusion,"$17,305.00"
KSJDA,Inv 18/1314,07/11/2018,31/12/2018,NBN Co,NBN A401,"MW417R001461-AYCA-5IWI3A-2WLL-20-26 Queen St, Stockton ",NBN New Devs,$300.00
Paramount Telecom,Inv 0129,08/11/2018,31/12/2018,NBN Co,NBN A401,"MW417R001610-AYCA-5NNV14-2NBR-20-30 Barwan Street, Narrabri",NBN New Devs,"$2,508.04"
Sutherland Council,Inv 310982,08/11/2018,31/12/2018,NBN Co,NBN A417,MW417R001115-AYCA-591MZC-2CRO-21-CRONULLA 88 DEVELOPMENTS ,NBN New Devs,$928.18
Altus,Inv 186721,11/11/2018,31/12/2018,NBN Co,NBN A417,"MW417R001805-AYCA-5DVB9M-2ROC-02-4 Magdalene Terrace, Wolli Creek",NBN New Devs,"$1,053.37"
OSGA,Inv 201825,12/11/2018,13/12/2018,NBN Co,NBN Project Fusion,MW417R000546-2ERP-21 STELLAR NPDL_MWR (A417)- Erskine Park,NBN Project Fusion,"$8,790.00"
OSGA,Inv 201827,12/11/2018,13/12/2018,NBN Co,NBN Project Fusion,MW417R001257-2KRI-20-STELLAR NPDL_MWR (A417)-Kurri kurri,NBN Project Fusion,"$13,370.00"
OSGA,Inv 201829,12/11/2018,13/12/2018,NBN Co,NBN Project Fusion,MW417R000556-2ORC-21-STELLAR NPDL_MWR (A417)-Orchard Hills,NBN Project Fusion,"$37,040.00"
OSGA,Inv 201830,12/11/2018,13/12/2018,NBN Co,NBN Project Fusion,MW417R000560 - 2SPW-28 - STELLAR NPDL_MWR (A417)-Springwood,NBN Project Fusion,"$59,195.00"
OSGA,Inv 201831,12/11/2018,13/12/2018,NBN Co,NBN Project Fusion,MW417R000557-2POR-20-STELLAR NPDL_MWR (A417)-Portland,NBN Project Fusion,"$7,520.00"
Altus,Inv 187680,18/11/2018,31/12/2018,NBN Co,NBN A417,"MW417R001793-AYCA-4WB37J-2FRE-61-36 Pringle Ave, Belrose HFC DFN",NBN New Devs DFN HFC,"$2,025.00"
Altus,Inv 187681,18/11/2018,31/12/2018,NBN Co,NBN A417,MW417R001505-AYCA-4ZNBL1-2EPP-60-The Gateway on Pembroke Epping DFN,NBN New Devs DFN HFC,"$1,855.00"
Altus,Inv 187682,18/11/2018,31/12/2018,NBN Co,NBN A417,"MW417R001136-AYCA-33L9HP-2BAN-64-Restwell & Leonard St, Bankstown DFN Design",NBN New Devs DFN HFC,"$1,880.00"
Altus,Inv 187683,18/11/2018,31/12/2018,NBN Co,NBN A417,MW417R001505-AYCA-4ZNBL1-2EPP-60-The Gateway on Pembroke Epping DFN,NBN New Devs DFN HFC,"$4,749.72"
KSJDA,Inv 18/1319,19/11/2018,31/12/2018,NBN Co,NBN A401,"MW417R001461-AYCA-5IWI3A-2WLL-20-26 Queen St, Stockton ",NBN New Devs,"$3,372.96"
KSJDA,Inv 18/1320,19/11/2018,31/12/2018,NBN Co,NBN A417,"MW417R001670-AYCA-5ETO6E - 2TAM-07-7 Jack Smyth Drive, Hillvue ",NBN New Devs,"$14,453.19"
Craig Comms,Inv - 45009-1,23/11/2018,31/12/2018,NBN Co,NBN A417,"MW417R001950-2LIV-04-AYCA-5BV5ZG-SHOP DDS1, LEVEL 2, WESTFIELD LIVERPOOL",Business Segment,"$5,106.14"
Craig Comms,Inv - 45009-4,23/11/2018,31/12/2018,NBN Co,NBN A417,"MW417R001955-2NRN-02-AYCA-5GNS0T-SHOP 1, 11-13 MAIN STREET, MOUNT ANNAN",Business Segment,"$10,825.08"
Craig Comms,Inv - 45009-09,23/11/2018,31/12/2018,NBN Co,NBN A417,"MW417R001952-2PTH-05-AYCA-5BXC7I-SHOP A5, FLOOR 2, 585 HIGH STREET, PENRITH",Business Segment,"$12,998.04"
Craig Comms,Inv - 45009-10,23/11/2018,31/12/2018,NBN Co,NBN A417,"MW417R001951-2PTH-05-AYCA-5BXC7Q-SHOP 01A2, LEVEL 1, 585 HIGH STREET",Business Segment,"$5,927.90"
Craig Comms,Inv - 45009-06,23/11/2018,31/12/2018,NBN Co,NBN A417,"MW417R001954-2ROC-02-AYCA-5BXC8E-WOOLWORTHS, SHOP 1, 78-98 ARNCLIFFE STREET",Business Segment,"$3,577.12"
Craig Comms,Inv - 45009-05,23/11/2018,31/12/2018,NBN Co,NBN A417,"MW417R001953-2ROC-02-AYCA-5BXC86-DAN MURPHYS, 78-98 ARNCLIFFE STREET",Business Segment,"$2,000.69"
Craig Comms,Inv - 45009-08,23/11/2018,31/12/2018,NBN Co,NBN A417,"MW417R001958-2SHH-04-AYCA-5GNS19-SHOP 1097, 211 LAKE ENTRANCE ROAD",Business Segment,"$7,245.90"
Craig Comms,Inv - 45009-07,23/11/2018,31/12/2018,NBN Co,NBN A417,"MW417R001961-2ABN-02-AYCA-5GN6MZ-SHOP 2, 1 RUSSELL STREET, ALBION PARK ",Business Segment,"$4,841.62"
Craig Comms,Inv - 45009-03,23/11/2018,31/12/2018,NBN Co,NBN A417,"MW417R001956-2CBT-02-AYCA-5GNRZH-WOOLWORTHS, SHOP MO1, MARKETFAIR",Business Segment,"$6,773.24"
Craig Comms,Inv - 45009-02,23/11/2018,31/12/2018,NBN Co,NBN A417,"MW417R001948-2LIV-04-AYCA-5BV5Z8-SHOP M4, LEVEL 2, WESTFIELD LIVERPOOL",Business Segment,"$7,903.25"
Albas Constrcution,Inv 011,25/11/2018,31/12/2018,NBN Co,NBN A417,"MW417R001526-AYCA-2RG791-2PEN-61-5-19 Toongabbie Rd , Toongabbie",NBN New Devs,"$2,683.00"
Albas Constrcution,Inv 012,25/11/2018,31/12/2018,NBN Co,NBN A417,MW22470-AYCA-2XJBL7-2SIL-02-3 Olympic Blvd Sydney Olympic Park,NBN New Devs,"$4,174.00"
Albas Constrcution,Inv 013,25/11/2018,31/12/2018,NBN Co,NBN A417,MW417R002226-AYCA-4PEEEK - 2RYD-63- 17-21 Ryedale Rdm West Ryde  HFC DFN,NBN New Devs DFN HFC,"$12,572.88"
Albas Constrcution,Inv 014,25/11/2018,31/12/2018,NBN Co,NBN A417,"MW417R001136-AYCA-33L9HP-2BAN-64-Restwell & Leonard St, Bankstown DFN Design",NBN New Devs DFN HFC,"$16,385.55"
Albas Constrcution,Inv 016,25/11/2018,31/12/2018,NBN Co,NBN A417,MW417R001505-AYCA-4ZNBL1-2EPP-60-The Gateway on Pembroke Epping DFN,NBN New Devs DFN HFC,$551.20
KSJDA,Inv 18/1322A,25/11/2018,31/12/2018,NBN Co,NBN A417,"MW417R001610-AYCA-5NNV14-2NBR-20-30 Barwan Street, Narrabri",NBN New Devs,"$4,482.52"
Global Elite technologies   ,Inv 205,26/11/2018,10/12/2018,NBN Co,NBN A417,"MW417R002068 - AYCA-5PIVSY -2BTH-02 -  11 Lombard Drive, Robin Hill Ext",NBN New Devs,"$3,171.20"
Global Elite technologies   ,Inv 206,26/11/2018,10/12/2018,NBN Co,NBN A417,MW417R002015-AYCA-568KCW-2GER-01-Mayflower Gerringong ,NBN New Devs,"$2,911.43"
Nintey Nine Group,Inv 615,26/11/2018,10/12/2018,NBN Co,NBN A417,MW417R002226-AYCA-4PEEEK - 2RYD-63- 17-21 Ryedale Rdm West Ryde  HFC DFN,NBN New Devs DFN HFC,"$1,500.00"
Albas Constrcution,Inv 017,27/11/2018,31/12/2018,NBN Co,NBN A417,"MW417R001859-AYCA-5NM0LP-2BUR-65-118 Burwood Road, Croydon Park ",NBN New Devs,"$3,539.20"
Qubicon,Inv 609,27/11/2018,31/12/2018,NBN Co,NBN A417,MW417R001786 - AYCA-5B4OYT - 2ULL-04 - The Lakes - 9A,NBN New Devs,"$2,538.00"
OSGA,Inv 201826,29/11/2018,13/12/2018,NBN Co,NBN Project Fusion,MW417R001129 - 2KRI-01 - STELLAR NPDL-Kurri Kurri,NBN Project Fusion,"$10,110.00"
OSGA,Inv 201828,29/11/2018,13/12/2018,NBN Co,NBN Project Fusion,MW417R000552-2MON-28-STELLAR NPDL_MWR (A417) - Mona Vale,NBN Project Fusion,"$100,608.00"
Paramount Telecom,Inv 0130,29/11/2018,31/12/2018,NBN Co,NBN A417,"MW417R001755-AYCA-5FEXSP-2PEN-61-103-105 Metella Road, Toongabbie DFN ",NBN New Devs DFN HFC,"$5,760.00"
Tactix Civil,Inv 0008,29/11/2018,31/12/2018,NBN Co,NBN A417,MW417R000052-AYCA-44H3AU-2STL-65-13 Marshall Avenue St Leonards ,NBN New Devs,"$1,934.04"
Tactix Civil,Inv 0009,29/11/2018,31/12/2018,NBN Co,NBN A417,"MW22296-AYCA-4RB8MD-2LID-03-2 Clarke St, Berala",NBN New Devs,$861.75
Tactix Civil,Inv 0010,29/11/2018,31/12/2018,NBN Co,NBN A417,"MW417R001136-AYCA-33L9HP-2BAN-64-Restwell & Leonard St, Bankstown DFN Design",NBN New Devs DFN HFC,"$1,179.14"
Tactix Civil,Inv 0011,29/11/2018,31/12/2018,NBN Co,NBN A417,"MW417R001253-AYCA-5BRJ2L-2CBT-01-93-97 Broughton St, Campbelltown",NBN New Devs,"$3,111.48"
Tactix Civil,Inv 0012,29/11/2018,31/12/2018,NBN Co,NBN A417,"MW22094-AYCA-4LM7HH-2UND-61-590-602 New Canterbury Rd, Hurlstone Park",NBN New Devs,"$1,938.67"
Tactix Civil,Inv 0013,29/11/2018,31/12/2018,NBN Co,NBN A417,"MW417R001760-AYCA-5JYO3A-2KNS-03-1B Maddox Street, Alexandria ",NBN New Devs,$693.05
Tactix Civil,Inv 0014,29/11/2018,31/12/2018,NBN Co,NBN A417,MW417R001241-AYCA-5MNUDQ-2KNS-03-221 Queen Street Beaconsfield NSB,NBN New Devs,$415.27
Tactix Civil,Inv 0015,29/11/2018,31/12/2018,NBN Co,NBN A417,"MW417R001982-AYCA-4EITU0-2LIV-02-10 Norfolk St, Liverpool",NBN New Devs,"$3,068.74"
Tactix Civil,Inv 0016,29/11/2018,31/12/2018,NBN Co,NBN A417,"MW22007-AYCA-4VJFPP-2NEW-22-19-21 Eve St, Erskineville",NBN New Devs,$836.09
Tactix Civil,Inv 0017,29/11/2018,31/12/2018,NBN Co,NBN A417,"MW417R001910-2AYCA-2M3M8J-PTH-05-72-84 Empire Circuit, Penrith",NBN New Devs,"$3,749.57"
Tactix Civil,Inv 0018,29/11/2018,31/12/2018,NBN Co,NBN A417,"MW417R002169-AYCA-55AZ5J-2ASH-63-2 Smith st, Summer Hill",NBN New Devs,"$2,289.32"
Craig Comms,Inv 45807-2,30/11/2018,31/12/2018,NBN Co,NBN A401,MW21097 - 2LIV-04 - AYCA-476RM9 - NSB - 87-91 Campbell St Build,NBN New Devs,"$8,438.75"
Craig Comms,Inv 45809-3,30/11/2018,31/12/2018,NBN Co,NBN A417,"MW417R001610-AYCA-5NNV14-2NBR-20-30 Barwan Street, Narrabri",Business Segment,"$4,972.09"
Craig Comms,Inv 45810-2,30/11/2018,31/12/2018,NBN Co,NBN A417,MW22531-AYCA-413Z64-2PAR-64-2B Darcy Rd Westmead ,NBN New Devs,"$1,504.64"
Cylas,Inv 1222,30/11/2018,31/12/2018,NBN Co,NBN A417,"MW417R001136-AYCA-33L9HP-2BAN-64-Restwell & Leonard St, Bankstown DFN Design",NBN New Devs DFN HFC,"$5,388.89"
Global Elite technologies   ,Inv 208,30/11/2018,31/12/2018,NBN Co,NBN A417,"MW417R001136-AYCA-33L9HP-2BAN-64-Restwell & Leonard St, Bankstown DFN Design",NBN New Devs DFN HFC,"$1,372.96"
Global Elite technologies   ,Inv 208,30/11/2018,31/12/2018,NBN Co,NBN A417,"MW417R001805-AYCA-5DVB9M-2ROC-02-4 Magdalene Terrace, Wolli Creek",NBN New Devs,"$2,131.48"
Global Elite technologies   ,Inv 208,30/11/2018,31/12/2018,NBN Co,NBN A417,MW417R001785-AYCA-5ML96W-2LIV-61- Blackwood Avenue Casula ,NBN New Devs,$761.20
Global Elite technologies   ,Inv 208,30/11/2018,31/12/2018,NBN Co,NBN A417,MW417R000463-AYCA-48HHL8-2MIR-28-2-22 University Rd & 660-664,NBN New Devs,"$1,749.78"
VS Connect,Inv 1037,30/11/2018,31/12/2018,NBN Co,NBN A417,MW417R001947-2HOR-02-MELLAR NPDL_MWR (A417),NBN Project Fusion,"$5,980.00"
VS Connect,Inv 1038,30/11/2018,31/12/2018,NBN Co,NBN A417,MW417R001946-2HOR-20-MELLAR NPDL_MWR (A417),NBN Project Fusion,"$1,495.00"
KSJDA,Inv 18/1330,02/12/2018,31/01/2019,NBN Co,NBN A417,MW417R002148 - AYCA-5D2DU0 - 2LCT-01 - Seawide Estate - 4,NBN New Devs,"$5,642.98"
OSGA,Inv 201832,03/12/2018,23/01/2019,NBN Co,NBN Project Fusion,MW417R001124-2ALS-01 - Alstonville,NBN Project Fusion,"$24,866.00"
OSGA,Inv 201834,03/12/2018,23/01/2019,NBN Co,NBN Project Fusion,MW417R001260-2SWR-20-STELLAR NPDL_MWR (A417)-South West Rocks,NBN Project Fusion,"$22,816.00"
OSGA,Inv 201833,03/12/2018,08/02/2019,NBN Co,NBN Project Fusion,MW417R001126-2GUN-01-STELLAR NPDL-Gunnedah,NBN Project Fusion,"$14,790.00"
KSJDA,Inv 18/1332,04/12/2018,31/01/2019,NBN Co,NBN A417,MW417R002154-AYCA-5MWJQ4-2MAC-22-222 Wallace St Macksville ,NBN New Devs,"$1,063.78"
Hornsby Council,Inv 1055745,07/12/2018,31/01/2019,NBN Co,NBN A401,"MW22455 -AYCA-3LT1P4 -  2KEL-08 - Sub of 123 Arnold Ave, Kellyville - 2",NBN New Devs,"$3,510.00"
Altus,Inv 190707,09/12/2018,31/01/2019,NBN Co,NBN A417,MW417R000716-AYCA-3S7B4B-2HMK-02-University of Technology Sydney,NBN New Devs,"$2,006.31"
Altus,Inv 190709,09/12/2018,31/01/2019,NBN Co,NBN A417,"MW417R001859-AYCA-5NM0LP-2BUR-65-118 Burwood Road, Croydon Park ",NBN New Devs,"$1,100.72"
Altus,Inv 190708,09/12/2018,31/01/2019,NBN Co,NBN A417,MW22293 - AYCA-4NNOGX - 2PTH-02 - 240-250 Great Western Hwy Kingswood,NBN New Devs,$200.00
Altus,Inv 190708,09/12/2018,31/01/2019,NBN Co,NBN A417,"MW417R001876-2AYCA-4R1E3Q-PTH-02-144-148 High Street & 35-37 Barber Avenue, Penrith",NBN New Devs,$200.00
Altus,Inv 190708,09/12/2018,31/01/2019,NBN Co,NBN A417,MW417R001505-AYCA-4ZNBL1-2EPP-60-The Gateway on Pembroke Epping DFN,NBN New Devs DFN HFC,$680.00
KSJDA,Inv 18/1334,09/12/2018,31/01/2019,NBN Co,NBN A417,MW417R001260-2SWR-20-STELLAR NPDL_MWR (A417)-South West Rocks,NBN Project Fusion,$703.50
Nintey Nine Group,Inv 616,09/12/2018,23/12/2018,NBN Co,NBN A417,MW417R002533-AYCA-2PNFXD-2ROS-66 -Corner Old South Road & Hamilton Street HFC DFN,NBN New Devs DFN HFC,"$1,500.00"
Nintey Nine Group,Inv 616,09/12/2018,23/12/2018,NBN Co,NBN A417,"MW417R002470-AYCA-5E7TWE-2MEN-60-37-39 Barden Rd, Barden Ridge HFC DFN",NBN New Devs DFN HFC,"$1,500.00"
Nintey Nine Group,Inv 618,10/12/2018,31/01/2019,NBN Co,NBN A417,"MW417R002021-AYCA-4IIZWC-2STL-66-28 Albany St, St Leonards DFN HFC",NBN New Devs DFN HFC,"$1,237.40"
Cylas,Inv 1227,11/12/2018,31/01/2019,NBN Co,NBN A417,MW22470-AYCA-2XJBL7-2SIL-02-3 Olympic Blvd Sydney Olympic Park,NBN New Devs,"$2,299.50"
Altus,Inv 191751,16/12/2018,31/01/2019,NBN Co,NBN A417,"MW417R001876-2AYCA-4R1E3Q-PTH-02-144-148 High Street & 35-37 Barber Avenue, Penrith",NBN New Devs,"$1,941.26"
KSJDA,Inv 18/1340,17/12/2018,31/01/2019,NBN Co,NBN A417,MW417R001130-2MAC-20-STELLAR NPDL-Macksville,NBN Project Fusion,$506.50
Liverpool Council,Inv 171762,17/12/2018,31/01/2019,NBN Co,NBN A417,MW417R001785-AYCA-5ML96W-2LIV-61- Blackwood Avenue Casula ,NBN New Devs,"$1,000.60"
Nintey Nine Group,Inv 619,17/12/2018,31/01/2019,NBN Co,NBN A417,"MW417R001859-AYCA-5NM0LP-2BUR-65-118 Burwood Road, Croydon Park ",NBN New Devs,$490.00
Paramount Telecom,Inv 131,17/12/2018,31/01/2019,NBN Co,NBN A417,"MW417R002406-2SIN-22-AYCA-5ST32Q-42-44 ENTREPRISE CRE, MCDOUGALLS HILL",Business Segment,"$3,108.26"
Paramount Telecom,Inv 0132,18/12/2018,31/01/2019,NBN Co,NBN A417,"MW417R002426 - 2LIV-68 - AYCA-5ST336 - 78-82 RIVERSIDE RD, CHIPPING NORTON Chipping Norton",Business Segment,"$3,244.86"
Tactix Civil,Inv 0019,18/12/2018,31/01/2019,NBN Co,NBN A417,"MW417R001116-AYCA-5FE5LS-2LIV-03-Hoxton Park Road, Liverpool",NBN New Devs,$951.50
Tactix Civil,Inv 0020,18/12/2018,31/01/2019,NBN Co,NBN A417,"MW417R002021-AYCA-4IIZWC-2STL-66-28 Albany St, St Leonards DFN HFC",NBN New Devs DFN HFC,"$3,130.38"
Tactix Civil,Inv 0021,18/12/2018,31/01/2019,NBN Co,NBN A417,MW417R000124-AYCA-58BKNK-2RYD-66-2-6 Junction St Ryde,NBN New Devs,"$1,890.78"
Tactix Civil,Inv 0022,18/12/2018,31/01/2019,NBN Co,NBN A417,"MW417R001667 - AYCA-55XM3V - 2HBD-20 -10-12 Roger St, Brookvale",NBN New Devs,$728.14
Tactix Civil,Inv 0023,18/12/2018,31/01/2019,NBN Co,NBN A417,"MW417R001982-AYCA-4EITU0-2LIV-02-10 Norfolk St, Liverpool",NBN New Devs,"$1,941.68"
Tactix Civil,Inv 024,18/12/2018,31/01/2019,NBN Co,NBN A417,"MW417R000502-AYCA-4UMUPA-2KEL-07-21 Fairway Dr, Kellyville",NBN New Devs,"$1,758.37"
Tactix Civil,Inv 0025,18/12/2018,31/01/2019,NBN Co,NBN A417,MW21638- AYCA-3NFID7-2PTH-04 - Tench Ave Jamisontown 1 ,NBN New Devs,"$3,411.20"
Tactix Civil,Inv 0026,18/12/2018,31/01/2019,NBN Co,NBN A417,MW417R001085-AYCA-583XDD-17-2PTH-02-119 Jamison Rd South Penrith ,NBN New Devs,$300.00
Tactix Civil,Inv 0027,18/12/2018,31/01/2019,NBN Co,NBN A417,"MW417R002384 - AYCA-5N4NUW- 2HBD-23 - 36 Wyndora Avenue, Freshwater ",NBN New Devs,$300.00
Tactix Civil,Inv 0028,18/12/2018,31/01/2019,NBN Co,NBN A417,"MW417R002383-AYCA-5DHKDD -2CRO-22-36 Rawson Parade, Caringbah South ",NBN New Devs,$300.00
Tactix Civil,Inv 0029,18/12/2018,31/01/2019,NBN Co,NBN A417,"MW417R001859-AYCA-5NM0LP-2BUR-65-118 Burwood Road, Croydon Park ",NBN New Devs,"$1,717.40"
Tactix Civil,Inv 0030,18/12/2018,31/01/2019,NBN Co,NBN A417,MW22474-AYCA-4UE5JN-2LID-03-46-48 Beaumont St ,NBN New Devs,"$1,102.38"
Tactix Civil,Inv 0031,18/12/2018,31/01/2019,NBN Co,NBN A417,"MW417R002021-AYCA-4IIZWC-2STL-66-28 Albany St, St Leonards DFN HFC",NBN New Devs DFN HFC,"$1,126.43"
