Contract,Project Name,Location,PE,Inv No.,Date Invoice Created,Date Project Completions handed over,PC Request Date Submitted,Variation Request submitted,Variation Approval,PC Due,Payment Date,Month Claimed,Actual Payment Date,Maximo work order,FSAM/MPS,Suburb,CSPO Amount,Variation,Total Revenue,GST Inc,DJC Cost,Internal DJC Cost,Total Cost,Margin,%,NBN PO/PM,Project Quote Submitted,Project Award Date,Days to Award,Customer required date,Difference CRD to Award
Minor Works,Minor Works SC30-32,Sydney CBD,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100132863681,SERV-2HMK-02-L0130,Haymarket,"$15,837.24",,"$15,837.24"," $	17,420.96 ",$600.00,,$600.00,"$15,237.24",96%,Ranjit Vignesh ,Direct Award,06/05/2019,,24/05/2019,18d
Minor Works,Minor Works SC30-32,Sydney CBD,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100132862636,SERV-2HMK-01-L0130,Haymarket,"$3,231.50",,"$3,231.50"," $	3,554.65 ",,,$0.00,"$3,231.50",100%,Ranjit Vignesh ,Direct Award,06/05/2019,,24/05/2019,18d
Minor Works,Minor Works Transformation,Nth Coast,Mickey Tran,,,,30/08/2019,,,,,Aug-19,Jan-00,WOR100132339445,ND-NSW-2BLN-22-AYCA-5IS7AL-Reside Living Ballina - 1-TTFN,Ballina,"$30,242.20",,"$30,242.20"," $	33,266.42 ","$1,200.00",,"$1,200.00","$29,042.20",96%,Ertan Cicek,Direct Award,02/05/2019,,22/07/2019,81d
Minor Works,Minor Works Transformation Design Only,Sydney Sth,Shankar Acharya,,,,30/07/2019,,, ,,Jul-19,Jan-00,WOR100132972895 ,"ND-NSW-2ROC-22-AYCA-375QYU-533-537 Princes Hwy, Rockdale - 1-Estate (Design Only)",Rockdale,"$6,726.51",,"$6,726.51"," $	7,399.16 ",,,$0.00,"$6,726.51",100%,Ertan Cicek,Direct Award,08/05/2019,,12/06/2019,35d
Minor Works,Minor Works Transformation Design Only,Sydney Nth,Shankar Acharya,,,16/05/2019,16/05/2019,,,22/05/2019,05/06/2019,May-19,Jun-19,WOR100132974658,ND-NSW-2PYM-62-AYCA-3G1TZ6-Graceview -1-Estate (Design Only),Turramurra,"$10,516.41",,"$10,516.41"," $	11,568.05 ",,,$0.00,"$10,516.41",100%,Ertan Cicek,Direct Award,01/05/2019,,01/06/2019,31d
Minor Works,Minor Works Transformation Design Only,Sydney Sth,Shankar Acharya,,,20/05/2019,20/05/2019,20/05/2019,22/05/2019,22/05/2019,05/06/2019,May-19,Jun-19,WOR100132353855,"ND-NSW-2BOT-01-AYCA-5XSYES-263-265 Maroubra Road , Maroubra - 1-Estate(Design Only)",Maroubra,"$6,726.51","-$3,264.53","$3,461.98"," $	3,808.18 ",,,$0.00,"$3,461.98",100%,Ertan Cicek,Direct Award,01/05/2019,,03/06/2019,33d
Minor Works,Minor Works Node Split,Sydney Nth,Rob Panovski,,,,30/07/2019,,,,,Jul-19,Jan-00,WOR100129926988,2NSY-60 Node Split,Nth Sydney,"$23,439.44",,"$23,439.44"," $	25,783.39 ","$2,600.00",,"$2,600.00","$20,839.44",89%,Steve Taylor,Direct Award,06/05/2019,,27/06/2019,52d
Minor Works,Minor Works Node Split Comm,Sydney Nth,Rob Panovski,Inv 15026,07/05/2019,,06/05/2019,,,,07/05/2019,May-19,May-19,WOR100129926988,2NSY-60 Node Split,Nth Sydney,"$10,045.48",,"$10,045.48"," $	11,050.02 ",,,$0.00,"$10,045.48",100%,Steve Taylor,Direct Award,06/05/2019,,27/06/2019,52d
Minor Works,Minor Works Transformation Design Only,CBD,Shankar Acharya,,,29/05/2019,29/05/2019,,,,12/06/2019,May-19,Jun-19,WOR100133028362,ND-NSW-2GBE-62-AYCA-3O1ZGP-Cowper Apartments - 1-Estate(Design Only),Glebe,"$7,361.49",,"$7,361.49"," $	8,097.64 ",,,$0.00,"$7,361.49",100%,Ertan Cicek,Direct Award,08/05/2019,,07/06/2019,30d
Minor Works,Minor Works Transformation Design Only,Sydney West,Shankar Acharya,,,16/05/2019,22/05/2019,22/05/2019,22/05/2019,22/05/2019,05/06/2019,May-19,Jun-19,WOR100133135210,"ND-NSW-2BLK-07-AYCA-603NCA-Lot 39 Patricia St, Blacktown-1-Estate(Design Only)",Blacktown,"$1,233.51",$800.35,"$2,033.86"," $	2,237.25 ",,,$0.00,"$2,033.86",100%,Ertan Cicek,Direct Award,09/05/2019,,01/07/2019,53d
Minor Works,Minor Works SC30-32 Comm,Sydney Sth,Rob Panovski,Inv 14985,01/05/2019,,30/04/2019,,,,02/05/2019,Apr-19,May-19,WOR100131126539,SERV-2MIR-25-L0130,Miranda,"$3,990.37",,"$3,990.37"," $	4,389.41 ",,,$0.00,"$3,990.37",100%,Ranjit Vignesh ,Direct Award,23/04/2019,,24/05/2019,31d
Minor Works,Minor Works Transformation,Nth Coast,Mickey Tran,,,,30/07/2019,,,,,Jul-19,Jan-00,WOR100133176621,"ND-NSW-2CFS-06-AYCA-62FMLI-19 Engineering Drive, North Boambee Vall-TTFN",Boambee,"$6,999.16",,"$6,999.16"," $	7,699.08 ","$1,200.00",,"$1,200.00","$5,799.16",83%,Ertan Cicek,Direct Award,09/05/2019,,06/06/2019,28d
Minor Works,Minor Works SC30-32,Sydney CBD,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100133182291,SERV-2NSY-03-L0130,Nth Sydney,"$1,896.17",,"$1,896.17"," $	2,085.79 ",,,$0.00,"$1,896.17",100%,Ranjit Vignesh ,Direct Award,08/05/2019,,12/06/2019,35d
Minor Works,Minor Works SC30-32,Sydney CBD,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100133182837,SERV-2NSY-05-L0130,Nth Sydney,"$9,354.62",,"$9,354.62"," $	10,290.08 ",,,$0.00,"$9,354.62",100%,Ranjit Vignesh ,Direct Award,08/05/2019,,12/06/2019,35d
Minor Works,Minor Works Node Split,Sydney Nth,Rob Panovski,,,,30/08/2019,,,,,Aug-19,Jan-00,WOR100129928152,2EPP-63 Node Split,Epping,"$33,484.92",,"$33,484.92"," $	36,833.41 ",,,$0.00,"$10,045.48",100%,Steve Taylor,Direct Award,02/05/2019,,05/07/2019,64d
Minor Works,Minor Works SC30-32,Sydney Sth,Marshell Antonio,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100133183352,SERV-2APP-20-L0130,Appin,"$2,008.19",,"$2,008.19"," $	2,209.01 ",$130.00,,$130.00,"$1,878.19",94%,Ranjit Vignesh ,Direct Award,09/05/2019,,05/06/2019,27d
Minor Works,Minor Works SC30-32,Sth Coast,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100133183709,SERV-2BEG-20-L0130,Bega,"$2,008.19",,"$2,008.19"," $	2,209.01 ",$195.00,,$195.00,"$1,813.19",90%,Ranjit Vignesh ,Direct Award,09/05/2019,,05/06/2019,27d
Minor Works,Minor Works SC30-32,Sth Coast,Rob Panovski,,,30/05/2019,30/05/2019,30/05/2019,30/05/2019,13/06/2019,27/06/2019,May-19,Jun-19,WOR100133185374,SERV-2BMG-20-L0130,Bermigui,"$2,328.95","$3,731.84","$6,060.79"," $	6,666.87 ",$325.00,,$325.00,"$5,735.79",95%,Ranjit Vignesh ,Direct Award,09/05/2019,,05/06/2019,27d
Minor Works,Minor Works SC30-32,Sth NSW,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100133186009,SERV-2BND-20-L0130,Bendalong,"$1,901.27",,"$1,901.27"," $	2,091.40 ",$65.00,,$65.00,"$1,836.27",97%,Ranjit Vignesh ,Direct Award,09/05/2019,,05/06/2019,27d
Minor Works,Minor Works SC30-32,Sth Coast,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100133186512,SERV-2BRY-01-L0130,Berry,"$7,049.50",,"$7,049.50"," $	7,754.45 ",,,$0.00,"$7,049.50",100%,Ranjit Vignesh ,Direct Award,09/05/2019,,05/06/2019,27d
Minor Works,Minor Works SC30-32,Sth NSW,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100133187139,SERV-2CLM-20-L0130,Coolomon,"$2,115.11",,"$2,115.11"," $	2,326.62 ",,,$0.00,"$2,115.11",100%,Ranjit Vignesh ,Direct Award,09/05/2019,,05/06/2019,27d
Minor Works,Minor Works SC30-32,Sth Coast,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100133187540,SERV-2MYA-01-L0130,Moruya,"$28,725.82",,"$28,725.82"," $	31,598.40 ","$2,505.00",,"$2,505.00","$26,220.82",91%,Ranjit Vignesh ,Direct Award,09/05/2019,,05/06/2019,27d
Minor Works,Minor Works SC30-32,Sth Coast,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100133188149,SERV-2TUH-20-L0130,Tuross Head,"$9,445.26",,"$9,445.26"," $	10,389.79 ","$1,300.00",,"$1,300.00","$8,145.26",86%,Ranjit Vignesh ,Direct Award,09/05/2019,,05/06/2019,27d
Minor Works,Minor Works Transformation,Sydney West,Dane Harrington,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100133278693,"ND-NSW-2RIV-08-AYCA-4KF6NC-Bldg-B Parkland Estate, Rouse Hill - 2a-Estate",Rouse Hill,"$1,947.36",,"$1,947.36"," $	2,142.10 ",,,$0.00,"$1,947.36",100%,Ertan Cicek,Direct Award,09/05/2019,,03/06/2019,25d
Minor Works,Minor Works Transformation,Sydney Sth,Dane Harrington,,,,30/08/2019,,,,,Aug-19,Jan-00,WOR100133281167,ND-NSW-2CMO-23-AYCA-58DDCW-46 Linden -2-Estate,Como,"$1,947.36",,"$1,947.36"," $	2,142.10 ",,,$0.00,"$1,947.36",100%,Ertan Cicek,Direct Award,09/05/2019,,15/07/2019,67d
Minor Works,Minor Works Transformation,ACT,Marshell Antonio,,,,30/08/2019,,,,,Aug-19,Jan-00,WOR100133306470,"ND-NSW-9SCU-08-AYCA-5KAUOH-Lionel Rose, Holt ACT 2615, Australia -Estate",Holt,"$3,477.09",,"$3,477.09"," $	3,824.80 ",,,$0.00,"$3,477.09",100%,Ertan Cicek,Direct Award,09/05/2019,,15/07/2019,67d
Minor Works,Minor Works Transformation Design Only,Newcastle,Shankar Acharya,,,20/05/2019,22/05/2019,,,22/05/2019,05/06/2019,May-19,Jun-19,WOR100133442363,"ND-NSW-2NLT-05-AYCA-5COZYX-31 Robinson Ave, Lambton NSW 2299, Austr-Estate(Design Only)",Lambton,"$2,033.86",,"$2,033.86"," $	2,237.25 ",,,$0.00,"$2,033.86",100%,Ertan Cicek,Direct Award,10/05/2019,,07/06/2019,28d
Minor Works,Minor Works Transformation Design Only,Sydney East,Shankar Acharya,,,21/05/2019,22/05/2019,22/05/2019,22/05/2019,22/05/2019,05/06/2019,May-19,Jun-19,WOR100133443847,"ND-NSW-2COO-65-AYCA-5ZQAT3-42 Judge Street, Randwick -1-Estate(Design Only)",Randwick,"$2,033.86",-$800.35,"$1,233.51"," $	1,356.86 ",$750.00,,$750.00,$483.51,39%,Ertan Cicek,Direct Award,10/05/2019,,03/06/2019,24d
Minor Works,Minor Works Transformation Design Only,Sydney Sth,Shankar Acharya,,,28/05/2019,28/05/2019,,,28/05/2019,,May-19,Jan-00,WOR100133452241,"ND-NSW-2PET-65-AYCA-5I600J-20-22 Sadlier Crescent, Petersham - 1-Estate(Design Only)",Petersham,"$6,726.51","-$3,264.53","$3,461.98"," $	3,808.18 ",,,$0.00,"$3,461.98",100%,Ertan Cicek,Direct Award,13/05/2019,,03/06/2019,21d
Minor Works,Minor Works Transformation Design Only,Central Coast,Shankar Acharya,,,22/05/2019,22/05/2019,22/05/2019,22/05/2019,22/05/2019,05/06/2019,May-19,Jun-19,WOR100133454794,"ND-NSW-2LJT-09-AYCA-5Z6KY4-104 Ocean Parade, Blue Bay-1-Estate(Design Only)",Blue Bay,"$2,033.86",-$800.35,"$1,233.51"," $	1,356.86 ",,,$0.00,"$1,233.51",100%,Ertan Cicek,Direct Award,13/05/2019,,03/06/2019,21d
Minor Works,Minor Works NSB,Sydney Nth,Mickey Tran,,,,30/08/2019,,,,,Aug-19,Jan-00,PRQ100000314763,ND-NSW-Non Standard Builds - 3 Raymond Rd Neutr-Estate+TTFN,Neutral Bay,"$1,794.35",,"$1,794.35"," $	1,973.79 ",,,$0.00,"$1,794.35",100%,Mark Leal,Direct Award,,,,0
Minor Works,Minor Works Transformation,Sydney Nth,Mickey Tran,,,,30/07/2019,,,,,Jul-19,Jan-00,WOR100134117438,"ND-NSW-2CRM-66-AYCA-63BVQ4-152 Military Road, Neutral Bay NSW 2089-TTFN",Neutral Bay,"$11,545.73",,"$11,545.73"," $	12,700.30 ","$1,200.00",,"$1,200.00","$10,345.73",90%,Ertan Cicek,Direct Award,16/05/2019,,24/06/2019,39d
Minor Works,Minor Works Transformation Design Only,ACT,Shankar Acharya,,,,30/07/2019,,,,,Jul-19,Jan-00,WOR100134133658,ND-NSW-9BLC-03-AYCA-4YYU5H-Banksii Apartments - 1-Estate(Design Only),Belconnen,"$10,516.41",,"$10,516.41"," $	11,568.05 ",,,$0.00,"$10,516.41",100%,Ertan Cicek,Direct Award,16/05/2019,,17/06/2019,32d
Minor Works,Minor Works Transformation Design Only,Sydney Sth,Shankar Acharya,,,29/05/2019,29/05/2019,,,,12/06/2019,May-19,Jun-19,WOR100134134994,"ND-NSW-2RAM-63-AYCA-57OBUB-23 Plant St, Carlton -1-Estate(Design Only)",Carlton,"$3,461.98",,"$3,461.98"," $	3,808.18 ",,,$0.00,"$3,461.98",100%,Ertan Cicek,Direct Award,16/05/2019,,17/06/2019,32d
Minor Works,Minor Works Transformation Design Only,Central West,Shankar Acharya,,,29/05/2019,29/05/2019,,,,12/06/2019,May-19,Jun-19,WOR100134137441,"ND-NSW-2DBB-02-AYCA-61I1YF-6 Judy Jakins Drive, Dubbo NSW 2830, Aus-Estate(Design Only)",Dubbo,"$1,233.51",,"$1,233.51"," $	1,356.86 ",,,$0.00,"$1,233.51",100%,Ertan Cicek,Direct Award,16/05/2019,,17/06/2019,32d
Minor Works,Minor Works Transformation Design Only,Central West,Shankar Acharya,,,,31/07/2019,,,,,Jul-19,Jan-00,WOR100134140898,"ND-NSW-2BTH-02-AYCA-635L74-20 Corporation Avenue, Robin Hill - 1-Estate(Design only)",Bathurst,"$2,033.86",,"$2,033.86"," $	2,237.25 ",,,$0.00,"$2,033.86",100%,Ertan Cicek,Direct Award,16/05/2019,,17/06/2019,32d
Minor Works,Minor Works SC30-32,ACT,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100134152871,SERV-9BLC-02-L0130,Belconnen,"$5,731.62",,"$5,731.62"," $	6,304.78 ",$715.00,,$715.00,"$5,016.62",88%,Ranjit Vignesh ,Direct Award,16/05/2019,,06/06/2019,21d
Minor Works,Minor Works SC30-32,ACT,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100134153310,SERV-9BLC-03-L0130,Belconnen,"$6,159.30",,"$6,159.30"," $	6,775.23 ","$1,530.00",,"$1,530.00","$4,629.30",75%,Ranjit Vignesh ,Direct Award,16/05/2019,,06/06/2019,21d
Minor Works,Minor Works SC30-32,ACT,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100134153824,SERV-9BLC-04-L0130,Belconnen,"$3,241.70",,"$3,241.70"," $	3,565.87 ",$325.00,,$325.00,"$2,916.70",90%,Ranjit Vignesh ,Direct Award,16/05/2019,,13/06/2019,28d
Minor Works,Minor Works SC30-32,ACT,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100134154715,SERV-9DKI-04-L0130,Deakin,"$3,562.46",,"$3,562.46"," $	3,918.71 ",$845.00,,$845.00,"$2,717.46",76%,Ranjit Vignesh ,Direct Award,16/05/2019,,13/06/2019,28d
Minor Works,Minor Works SC30-32,ACT,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100134156614,SERV-9DKI-05-L0130,Deakin,"$38,565.80",,"$38,565.80"," $	42,422.38 ",,,$0.00,"$38,565.80",100%,Ranjit Vignesh ,Direct Award,16/05/2019,,13/06/2019,28d
Minor Works,Minor Works SC30-32,ACT,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100134157269,SERV-9DKI-25-L0130,Deakin,"$1,901.27",,"$1,901.27"," $	2,091.40 ",,,$0.00,"$1,901.27",100%,Ranjit Vignesh ,Direct Award,16/05/2019,,13/06/2019,28d
Minor Works,Minor Works SC30-32,ACT,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100134159459,SERV-9MNK-03-L0130,Manika,"$11,733.96",,"$11,733.96"," $	12,907.36 ",,,$0.00,"$11,733.96",100%,Ranjit Vignesh ,Direct Award,16/05/2019,,13/06/2019,28d
Minor Works,Minor Works SC30-32,ACT,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100134160302,SERV-9MNK-05-L0130,Manika,"$27,524.86",,"$27,524.86"," $	30,277.35 ","$3,575.00",,"$3,575.00","$23,949.86",87%,Ranjit Vignesh ,Direct Award,16/05/2019,,13/06/2019,28d
Minor Works,Minor Works SC30-32,Nth Coast,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100134163358,SERV-2ALS-01-L0130,Alstonville,"$12,375.48",,"$12,375.48"," $	13,613.03 ",,,$0.00,"$12,375.48",100%,Ranjit Vignesh ,Direct Award,16/05/2019,,13/06/2019,28d
Minor Works,Minor Works SC30-32,ACT,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100134162247,SERV-9MNK-20-L0130,Manika,"$12,375.48",,"$12,375.48"," $	13,613.03 ",,,$0.00,"$12,375.48",100%,Ranjit Vignesh ,Direct Award,16/05/2019,,13/06/2019,28d
Minor Works,Minor Works SC30-32,ACT,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100134162313,SERV-9MNK-21-L0130,Manika,"$29,004.82",,"$29,004.82"," $	31,905.30 ",,,$0.00,"$29,004.82",100%,Ranjit Vignesh ,Direct Award,16/05/2019,,13/06/2019,28d
Minor Works,Minor Works SC30-32,ACT,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100134162563,SERV-9MNK-22-L0130,Manika,"$6,507.01",,"$6,507.01"," $	7,157.71 ",,,$0.00,"$6,507.01",100%,Ranjit Vignesh ,Direct Award,16/05/2019,,13/06/2019,28d
Minor Works,Minor Works SC30-32,Nth Coast,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100134163667,SERV-2CTH-20-L0130,Cresent Heads,"$2,008.19",,"$2,008.19"," $	2,209.01 ",,,$0.00,"$2,008.19",100%,Ranjit Vignesh ,Direct Award,16/05/2019,,13/06/2019,28d
Minor Works,Minor Works SC30-32,Nth Coast,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100134164171,SERV-2DRG-20-L0130,Dorrigo,"$1,901.27",,"$1,901.27"," $	2,091.40 ",,,$0.00,"$1,901.27",100%,Ranjit Vignesh ,Direct Award,16/05/2019,,13/06/2019,28d
Minor Works,Minor Works SC30-32,Sth NSW,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100134164618,SERV-2GUN-01-L0130,Gunnedah,"$7,477.32",,"$7,477.32"," $	8,225.05 ",,,$0.00,"$7,477.32",100%,Ranjit Vignesh ,Direct Award,16/05/2019,,13/06/2019,28d
Minor Works,Minor Works SC30-32,Sth NSW,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100134165060,SERV-2GUN-20-L0130,Gunnedah,"$10,260.37",,"$10,260.37"," $	11,286.41 ",,,$0.00,"$10,260.37",100%,Ranjit Vignesh ,Direct Award,16/05/2019,,13/06/2019,28d
Minor Works,Minor Works SC30-32,Hunter,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100134165503,SERV-2IVL-20-L0130,Inverll,"$10,688.05",,"$10,688.05"," $	11,756.86 ",,,$0.00,"$10,688.05",100%,Ranjit Vignesh ,Direct Award,16/05/2019,,13/06/2019,28d
Minor Works,Minor Works SC30-32,Nth Coast,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100134166029,SERV-2KCL-02-L0130,Kingscliffe,"$2,008.19",,"$2,008.19"," $	2,209.01 ",,,$0.00,"$2,008.19",100%,Ranjit Vignesh ,Direct Award,16/05/2019,,13/06/2019,28d
Minor Works,Minor Works SC30-32,Nth Coast,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100134166721,SERV-2KCL-20-L0130,Kingscliffe,"$2,115.11",,"$2,115.11"," $	2,326.62 ",,,$0.00,"$2,115.11",100%,Ranjit Vignesh ,Direct Award,16/05/2019,,13/06/2019,28d
Minor Works,Minor Works SC30-32,Newcastle,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100134167385,SERV-2KRI-01-L0130,Kurri Kurri,"$2,008.19",,"$2,008.19"," $	2,209.01 ",,,$0.00,"$2,008.19",100%,Ranjit Vignesh ,Direct Award,16/05/2019,,13/06/2019,28d
Minor Works,Minor Works SC30-32,Newcastle,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100134167773,SERV-2KRI-20-L0130,Kurri Kurri,"$10,367.29",,"$10,367.29"," $	11,404.02 ",,,$0.00,"$10,367.29",100%,Ranjit Vignesh ,Direct Award,16/05/2019,,13/06/2019,28d
Minor Works,Minor Works SC30-32,Nth Coast,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100134168173,SERV-2LCT-01-L0130,Lake Cathie,"$2,222.03",,"$2,222.03"," $	2,444.23 ",,,$0.00,"$2,222.03",100%,Ranjit Vignesh ,Direct Award,16/05/2019,,13/06/2019,28d
Minor Works,Minor Works SC30-32,Nth Coast,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100134168712,SERV-2MAC-20-L0130,Macksville,"$10,901.89",,"$10,901.89"," $	11,992.08 ",,,$0.00,"$10,901.89",100%,Ranjit Vignesh ,Direct Award,16/05/2019,,13/06/2019,28d
Minor Works,Minor Works SC30-32,Hunter,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100134169361,SERV-2MAN-20-L0130,Manilla,"$7,437.07",,"$7,437.07"," $	8,180.78 ",,,$0.00,"$7,437.07",100%,Ranjit Vignesh ,Direct Award,16/05/2019,,13/06/2019,28d
Minor Works,Minor Works SC30-32,Nth Coast,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100134169894,SERV-2MRE-20-L0130,Moree,"$2,008.19",,"$2,008.19"," $	2,209.01 ",,,$0.00,"$2,008.19",100%,Ranjit Vignesh ,Direct Award,16/05/2019,,13/06/2019,28d
Minor Works,Minor Works SC30-32,Nth Coast,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100134170531,SERV-2MUL-20-L0130,Mullumbimby,"$1,901.27",,"$1,901.27"," $	2,091.40 ",,,$0.00,"$1,901.27",100%,Ranjit Vignesh ,Direct Award,16/05/2019,,13/06/2019,28d
Minor Works,Minor Works Tech Choice D&C,Sth NSW,Marshell Antonio,,,,30/07/2019,,,,,Jul-19,Jan-00,WOR100134273000,ND-NSW-2MSV-04-AYCA-61KJXQ-22 Bundaroo Street Bowral NSW 2576-Tech Choice ,Bowral,"$7,374.46",,"$7,374.46"," $	8,111.91 ",,,$0.00,"$7,374.46",100%,Mark Leal,RFQ,16/05/2019,,19/07/2019,64d
Minor Works,Minor Works Transformation,Sydney West,Dane Harrington,,,,30/08/2019,,,,,Aug-19,Jan-00,WOR100134374304,"ND-NSW-2BLK-07-AYCA-603NCA-Lot 39 Patricia St, Blacktown - 1-TTFN-D&C",Blacktown,"$5,260.94",,"$5,260.94"," $	5,787.03 ",,,$0.00,"$5,260.94",100%,Ertan Cicek,Direct Award,17/05/2019,,22/07/2019,66d
Minor Works,Minor Works Transformation,Sydney Sth,Marshell Antonio,,,,30/07/2019,,,,,Jul-19,Jan-00,WOR100134374452,"ND-NSW-2CMO-24-AYCA-64LL1W-6-8 Hotham Road, Kirrawee - 1-TTFN-D&C",Kairrawee,"$4,612.60",,"$4,612.60"," $	5,073.86 ",,,$0.00,"$4,612.60",100%,Ertan Cicek,Direct Award,17/05/2019,,01/07/2019,45d
Minor Works,Minor Works Transformation,Sydney Sth,Marshell Antonio,,,,30/08/2019,,,,,Aug-19,Jan-00,WOR100134374605,ND-NSW-2LIV-02-AYCA-628LT8-The Paper Mill - 3-TTFN-D&C,Liverpool,"$5,812.22",,"$5,812.22"," $	6,393.44 ",,,$0.00,"$5,812.22",100%,Ertan Cicek,Direct Award,17/05/2019,,22/07/2019,66d
Minor Works,Minor Works Transformation,Central West,Marshell Antonio,,,,30/08/2019,,,,,Aug-19,Jan-00,WOR100134600009,"ND-NSW-2DBB-02-AYCA-61I1YF-6 Judy Jakins Drive, Dubbo NSW 2830, Aus-TTFN-D&C",Dubbo,"$4,357.90",,"$4,357.90"," $	4,793.69 ",,,$0.00,"$4,357.90",100%,Ertan Cicek,Direct Award,17/05/2019,,22/07/2019,66d
Minor Works,Minor Works Transformation,ACT,Marshell Antonio,,,,30/09/2019,,,,,Sep-19,Jan-00,WOR100134374842,ND-NSW-9CRC-06-AYCA-5SSUZP-Adagio - 1-TTFN-MDU,Carce,"$15,465.74",,"$15,465.74"," $	17,012.31 ",,,$0.00,"$15,465.74",100%,Ertan Cicek,Direct Award,17/05/2019,,19/08/2019,94d
Minor Works,Minor Works Transformation,Central Coast,Mickey Tran,,,,30/08/2019,,,,,Aug-19,Jan-00,WOR100134374888,ND-NSW-2GRK-02-AYCA-58GJIP-3 Fairmile Cl - 1-TTFN-MDU,Gorikan,"$10,494.81",,"$10,494.81"," $	11,544.29 ",,,$0.00,"$10,494.81",100%,Ertan Cicek,Direct Award,17/05/2019,,15/07/2019,59d
Minor Works,Minor Works Transformation,Nth Coast,Mickey Tran,,,,30/07/2019,,,,,Jul-19,Jan-00,WOR100134375080,"ND-NSW-2MUL-01-AYCA-5J56F6-70-90 Station Street, Mullumbimby - 1-TTN-MDU",Mullumbimby,"$11,059.76",,"$11,059.76"," $	12,165.74 ",$200.00,,$200.00,"$10,859.76",98%,Ertan Cicek,Direct Award,17/05/2019,,01/07/2019,45d
Minor Works,Minor Works Transformation,Sydney West,Dane Harrington,,,,30/09/2019,,,,,Sep-19,Jan-00,WOR100134376052,"ND-NSW-2ROU-02-AYCA-4PPE86-Oz Design - 2 Mile End Rd, Rouse Hill-TTFN-MDU",Rouse Hill,"$3,316.08",,"$3,316.08"," $	3,647.69 ",,,$0.00,"$3,316.08",100%,Ertan Cicek,Direct Award,18/05/2019,,19/08/2019,93d
Minor Works,Minor Works HFC DFN,Sydney West,Mickey Tran,,,,30/09/2019,,,,,Sep-19,Jan-00,WOR100134528099,"ND-NSW-2LAK-61-AYCA-5FM4O6-34 Broadway, Punchbowl - 1-HFC-DFN",Punchbowl,"$91,794.52",,"$91,794.52"," $	100,973.97 ","$1,100.00",,"$1,100.00","$90,694.52",99%,Mark Leal,Direct Award,20/05/2019,,30/08/2019,102d
Minor Works,Minor Works SC30-32,Sydney Sth,Rob Panovski,,,,30/07/2019,,,,,Jul-19,Jan-00,WOR100134530927,SERV-2MIR-24-L0130,Miranda,"$11,898.87",,"$11,898.87"," $	13,088.76 ",,,$0.00,"$11,898.87",100%,Ranjit Vignesh ,Direct Award,20/05/2019,,14/06/2019,25d
