RequestID,EFSCD,Project Status,Comments:
AYCA-4UFUW5,21/01/2019,Completed,"09/11 - site visit next week
16/11 - ADA/SAM has not been constructed
23/11 - awaiting for ADA/SAM to be built, possibly 2019
30/11 - no change. No further update will be given until Feb 2019
21/12 - site is due for completion end of Feb 2019.
18/01 - civil to commence next week
23/01 - civil has commecned this week, aim to be completed by Friday. Non-standard install required and in consultation with Zlate
22/02 - external haul completed. Splicing will follow once internal is completed. Internal crew was working as of today
01/03 - job is completed. PC Pack next week"
AYCA-48QOI8,28/01/2019,Completed,"20/08 - Quote submitted
22/08 - LAAN Received
07/09 - Site visit 04/07 identified that no internal pits ready. Require internal network to at least pull through copper 2 pr and coil up in lead-in pits
21/09 - No change
22/02- Waiting for response from Mark Leal regarding scope and which units to service
01/03 - no change
08/03 - link up needs to be completed. schedule in the next 2 weeks
15/03 - link up completed today. Need to address the issue between Pillar P5 and Pillar P6
22/03 - nbn planning team is looking into the issue between Pillar P5 and Pillar P6
29/03 - redesign received from nbn, change technology to fibre. CLAAN to be submitted early next week
05/04 - fibre construction will commence shortly
12/04 - no change
18/04 - hauling is completed. splicing is to commence shortly
26/04 - splicing to commence next week
01/05 - job is completed. PC this week"
AYCA-57DG41,28/01/2019,Completed,"27/07 - Ordered materials, require site visit
03/08 - no change
10/08 - no change
17/08 - no change
24/08 - no change
31/08 - no change
06/09 - developer has not responded yet. Follow up next week
14/09 - no change
21/09 - no change
28/09 - Made contact with developer this week. aim to mobilise the crew 05/11
12/10 -  no change
19/10 - no change
25/10 - no change
01/11 - no change
09/11 - planned to be completed this week. PC Next week
16/11 - PC next week"
AYCA-57DG41,28/01/2019,Completed,"27/07 - Ordered materials, require site visit
03/08 - no change
10/08 - no change
17/08 - no change
24/08 - no change
31/08 - no change
06/09 - developer has not responded yet. Follow up next week
14/09 - no change
21/09 - no change
28/09 - Made contact with developer this week. aim to mobilise the crew 05/11
12/10 -  no change
19/10 - no change
25/10 - no change
01/11 - no change
09/11 - planned to be completed this week. PC Next week
16/11 - PC next week"
AYCA-5CXXCR,31/01/2019,Completed,"21/09 - awaiting for LAAN and PON Patching
28/09 - no change
12/10 - civil works to commence next week
19/10 - civil works is completed. Awaiting for site to be ready
25/10 - no change
01/11 - no change
09/11 - no change
16/11 - no change
23/11 - no change
30/11 - site will be ready for external build in 2-3 weeks time
07/12 - no change
14/12 - developer is going to connect the lead-in conduit in few weeks time. aim to complete this before end of Jan
21/12 - no change
11/01 - still awaiting for developer to complete lead-in
18/01 - work order is completed. PC is due next week"
AYCA-53Y8BE,31/01/2019,Completed,"20/07 - Materials ordered, pending start date
27/07 - no change
03/08 - no change
10/08 - no change
17/08 - no change
24/08 - no change
31/08 - no change
06/09 - no change
14/09 - PC submitted today"
AYCA-5I62CV,31/01/2019,Completed,"11/01 - CSPO received this week. site was almost ready. Planned to have this completed on the 25/01
18/01 - no change
23/01 - aim for the completion on Friday. PC next week"
AYCA-5TDBKQ,01/02/2019,Completed,"18/01 - CSPO received this week. Awaiting LAAN
23/01 - LAAN applied by DT"
AYCA-3R9RDG,08/02/2019,Developer Delay,"15/03 - schedule to start WS 25/03. Awaiting for CSPO
22/03 - issue with the existing network. Awaiting DT to submit quote to Mark Leal
29/03 - quote suibmitted to Mark Leal and also updated CWP
05/04 - awaiting response from Mark Leal
12/04 - no response
18/04 - no change
26/04 - no change
01/05 - no change
07/05 - no change
18/05 - advised by Mark Leal to go ahead. DT to organise drilling
24/05 - tentative start date 03/06
31/05 - drill is completed. haul and splice next week"
AYCA-5M7EQR,08/02/2019,Completed,"09/11 job awarded this week
16/11 - site visit is next week
23/11 - CRQ booked in 14/12
30/11 - no change
07/12 - no change
14/12 - aim for field completed on the 14th of December
21/12 - MPT change out is completed last week. Cable was faulty. Awaiting for new cable to arrive
11/01 - planned to have this completed by next week
18/01 - work order is completed. PC due next week"
AYCA-4W183C,28/02/2019,Completed,"06/07 - Materials ordered, waiting for site ready
26/07: No change
03/08 - no change
15/08- Sent update request for external
15/08 - EFSCD moved 05/11
22/02- Developer advises ready in next two weeks
01/03 - aim for completion next week
08/03 - PC next week
15/03 - delayed for another week due to faulty cable"
AYCA-LYHJJ,01/03/2019,Completed,"06/08- Site visit required, materials order request sent 
10/08 - no change
17/08 - No change
24/08 - no change
31/08 - consruction will start WS 10/09
06/09 - delay for 1 week, to WS 17/09
14/09 - no change
17/09 - PC submitted 17/09"
AYCA-62WIE0,06/03/2019,Pre-Construction,"01/05 - Site is already occupied. DDD WIP
10/05 - DDD to be submitted next week
18/05 - DDD in progress
24/05 - DDD submitted 20/05. CLAAN applied
31/05 - to be completed with internal"
AYCA-5B4OYT,15/03/2019,Completed,"12/10 - job awarded 11/10. material ordered.
19/10 - awaiting LAAN start date
25/10 - no change
09/11 - no change
16/11 - no change
23/11 - external haul completed this week
30/11 - splicing and testing completed this week. PC submitted this week"
AYCA-5XRS1Z,20/03/2019,Completed,"26/02 - Job accepted through maximo
06/03 - NDD submitted to nbn today
22/03 - still awaiting nbn response
29/03 - no change
05/04 - no change. DDD to be submitted 12/04
09/04 - DDD was submitted 08/04. CLAAN issued today
18/04 - survey is scheduled ealry next week
26/04 - survey is completed. Scheduled in WS 13/05.
02/05 - no change
10/05 - no change
18/05 - PC submitted this week. Issue with Maximo, raised with Solmaz"
AYCA-65UPJG,25/03/2019,Survey,"18/04 - survey to be done after Anzac day weekend
14/05 - FIR to be submitted end of this week
24/05 - FIR WIP"
AYCA-5L8461,01/04/2019,Completed,"09/11 - site visit next week
16/11 - no change
23/11 - site visit delayed until next week
30/11 - site is not ready until couple of weeks
07/12 - awaiting for nbn response to the new proposed construction plan
14/12 - no change
21/12 - no change
11/01 - no change
18/01 - no change
23/01 - no change
25/02 - advised by Ertan to go ahead with the proposed new plan. new CLAAN raised by DT
08/03 - aim for field completion next week"
AYCA-5JIMDQ,12/04/2019,Completed,"14/12 - CSPO received this week. 
21/12 - Site is still few months away
11/01 - no change
18/01 - no change
23/01 - CRQ applied for end of Feb. Site is not ready yet. Developer suggested to folllow up mid Feb
22/02 - folow up next week
25/02 - Spoke to the electrican and he advised to follow up with him another month as the site won't have power ready up until then.
22/03 - field completed this week. PC next week"
AYCA-53R6D6,15/04/2019,Completed,"12/10 - awaiting confirmation from nbn regarding rejection material order
19/10 - no change
25/10 - new material order has been placed and rejected. Awaiting for advise from nbn
01/11 - material ordered approved. Scheduled in for this month
09/11 - no change
16/11 - civil works is completed
23/11 - awaiting for site to be ready
30/11 - no change
07/12 - no change
14/12 - no change
21/12 - site is still not ready. pile of dirt still on the way. No ETA yet on the inernal. best to wait for internal to avoid CTL vs MSS connection
11/01 - no change
18/01 - no change
23/01 - awaiting for internal to completed.
22/02 - internal pit and pipe has not been certified. awaiting for confirmation
26/02 - advised by Nabeel that internal pit and pipe is good
01/03 - pits are still not in a good condition. Ertan advised to hold on
08/03 - no change
15/03 - no change
22/03 - no change
29/03 - no change
05/04 - advised by nbn that the pits have been remediated. awating for photos confirmation
12/04 - cable hauled. splice and test next week
18/04 - Field completed this week. PC next week"
AYCA-5V4B6P,15/04/2019,Completed,"01/03 - awaiting for external (by DT)
08/03 - aim for field completion next week
15/03 - next week completion."
AYCA-5V4B6P,15/04/2019,Completed,"01/03 - NDD submitted to nbn on 26/02
08/03 - Feedback received from nbn 06/03. resubmit to nbn next week
22/03 - DDD to be submitted today
27/03 - CLAAN applied. Awaiting for nbn response on DDD submisison. DDD submitted today
05/04 - awaiting nbn response on the DDD
18/04 - awaiting for DDD response
26/04 - no change
02/05 - no change
10/05 - no change"
AYCA-3GG3CO,20/04/2019,Completed,"07/12- Unable to contact
22/02 - civil and external haul are completed
19/03 - splicing will be scheduled in next week
29/03 - field completed this week, PC next week
05/04 - PC submitted. RFC and variation awaiting for council quote"
AYCA-5LTSYB,26/04/2019,Completed,"22/02 - CSPO received 21/02. Site is still few months out
08/03. field completed this week"
AYCA-5LTSYB,26/04/2019,Completed,"11/01 - CSPO received this week. Site visit next week
18/01 - follow up mid Feb
22/02 - LAAN received. Civil to commence next week due to developer timeframe to pour the concrete footpath soon
01/03 - civil is completed
08/03 - field completed this week"
AYCA-328OYF,27/04/2019,Completed,"06/07 - Ordered materials, require site visit 
17/07- site visited, waiting on details 
24/07- Waiting for construction company to return call 
26/07: Scheduled in week starting 30/07 
03/08 - pushed out to next week, week starting 06/08 
09/08- Pushed out again untill next week 13/08 
09/08- Developer gave incorrect details for site next door, waiting for correct info regarding LPC 
10/08- Advised site is a few months away
22/02 - civil work scheduled in next week, before the developer pour concrete footpath
27/02 - DT Apply CLAAN
01/03 - link up completed
08/03 - aim for field completion in the next 2 weeks
15/03 - multiple blockages encountered. push back another week
22/03 - splicing to commence next week. civil and cable are hauled
29/03 - Field completed this week. PC next week"
AYCA-5VXRM8,29/04/2019,Pre-Construction,"05/04 - RFI email sent to Atul
09/04 - DDD to be submitted 16/04
18/04 - DDD work in progress. Delayed due to a delay response from nbn
02/05 - DDD submitted 26/04 and approved 01/04
10/05 - survey and scope next week
18/05 - civil to commence next week
24/05 - civil and haul to be completed next week
31/05 - outstanding civil to be completed next week. Splicing the following week"
AYCA-5VXRM8,29/04/2019,Pre-Construction,"18/04 - awaiting external design
02/05 - no change
10/05 - no change
18/05 - will complete this along with the external
24/05 - no change
31/05 - no change"
AYCA-5MVKQ1,29/04/2019,Completed,"23/11 - site still few months away, at least until new year
30/11 - no change
07/12 - no change
14/12 - no change
21/12 - no change
11/01 - due for follow up next week
18/01 - no change
23/01 - LAAN applied by DT. Site is not ready yet
."
AYCA-44HH3F,30/04/2019,Developer Delay,"21/12 - CSPO received this week. Site is still at least 4 months away. Follow up end of March 2019
22/03 - potential issue with the lead-in. follow up with the electrician next week
29/03 - issue raised with nbn regarding lead-in conduit and additional services
05/04 - clarification email sent to nbn on 04/04
12/04 - awaiting for response from Frank and the build partnership
18/04 - no change
26/04 - no change
02/05 - no change
10/05 - no change
18/05 - re-design to commence, awaiting for instruction from Ertan
31/05 - no change"
AYCA-44HH3F,30/04/2019,Developer Delay,"18/02: CSPO received end of Jan 2019. Site construction is still underway
22/03 - potential issue with the lead-in. follow up with the electrician next week
29/03 - issue raised with nbn regarding lead-in conduit and additional services
05/04 - clarification email sent to nbn on 04/04
12/04 - awaiting for response from Frank and the build partnership
18/04 - no change
26/04 - no change
02/05 - no change
10/05 - no change
18/05 - awaiting for internal re-design
31/05 - no change"
AYCA-4UF84M,30/04/2019,Completed,"16/11- Advised site wont be ready until January. Pit may be relocated, TC required if we are upgrding
22/02- Internals ready
25/02 - ROL and TCP required as it is a main road. Applied today. Spoke to Damien and will need to let him know when we can mobilise the civil crew so he can remove the metal plate covering the lead-in pit
01/03 - TCP recevied. awaiting for ROL
08/03 - ROL obtained. scheduled civil next week, haul and splice the following week
15/03 - civil is completed. haul and splice next week"
AYCA-5JGC8A,01/05/2019,Design,"05/04 - in design
18/04 - DDD in progress
26/04 - DDD is still work in progress
02/05 - no change
10/05 - no change
18/05 - no change
24/05 - still awaiting for RFI
31/05 - back in design"
AYCA-5M7O7M,03/05/2019,Completed,"14/12 - job is awarded this week. 
21/12 - Site is still at least 2 months away. Follow up Mid Feb
22/02 - awaiting for LAAN
01/03 - developer not ready yet
08/03 - pit and pipe has not been certified yet
15/03 - external cable haul
22/03 - change of scope, confirmed by Ertan. Field completed this week. PC next week"
AYCA-5NKJJY,03/05/2019,Completed,"01/03 - NDD submitted to nbn on 26/02
08/03 - Feedback received from nbn 06/03. resubmit 07/03
15/03 - awaiting nbn response
22/03 - no change
29/03 - DDD work in progress
05/04 - DDD submitted 04/04
10/04 - DDD approved
18/04 - CLAAN start on the 23rd of April. Will schedule this one in around Mid May
26/04 - no change
02/05 - DSS cable haul is completed. aim to complete the civil link up and haul next week and splicing to follow the week after
10/05 - splicing to commence next week
18/05 - field completed this week. PC next week"
AYCA-5ALAXU,05/05/2019,NBN Delay,"14/12 - job awarded 10/12. LAAN starts 19/12. Parent site EFSCD 09/01/2019
21/12 - no change
11/01 - civil works are no longer required, done by others. Cable and nbn equipment have not been installed yet for the parent site
18/01 - awaiting confirmation from Mark Leal whether we need to test SMP installed by others
23/01 - no change
22/02 - no change. still awaiting confirmation from Mark Leal.
01/03 - aim to complete WS 18/03
15/03 - no change
19/03 - parent site not going to be built 15/04
12/04 - no change
18/04 - no change
26/04 - no change
02/05 - no change
07/05 - parent site is now ready, as advised by nbn
18/05 - Site visit this week. Parent site is not ready
24/05 - no change
31/05 no change"
AYCA-5JIMDQ,06/05/2019,Completed,"14/12 - CSPO received this week. 
21/12 - Site is still few months away
11/01 - no change
18/01 - no change
23/01 - CRQ applied for end of Feb. Site is not ready yet. Developer suggested to folllow up mid Feb
22/02 - folow up next week
25/02 - Spoke to the electrican and he advised to follow up with him another month as the site won't have power ready up until then.
22/03 - field completed this week. PC next week"
AYCA-5DHKDD,10/05/2019,Completed,"07/12- Site ready, LIC brought out
08/03 - scope is scheduled next week
12/03 - site is almost ready. Need to confirm with the developer end of this week
15/03 - civil is scheduled in next week
22/03 - civil is 90% completed
02/04 - waiting for A end
18/04 - will send a rod and rope team early next week. will confirm that status of A End
26/04 - delayed to early next week
02/05 - civil and haul is completed. splice next week
10/05 - splicing is completed. to be submitted next week"
AYCA-609IUY,15/05/2019,Completed,"05/04 - in design
12/04 - DDD sumitted 11/04
18/04 - scope and survey next week
26/04 - awaiting for DDD approval
02/05 - scheduled to commence WS 20/05
10/05 - no change
18/05 - to commence next week
24/05 - on track"
AYCA-609IUY,15/05/2019,Completed,"18/04 - awaiting external design
26/04  no change
02/05 - same as externals
10/05 - no change
18/05 - to commence next week
24/05 - same as external"
AYCA-4VAW65,15/05/2019,In construction,"22/03 - Design to commence shortly
05/04 - RFI email sent to Atul
30/04 - DDD submitted 26/04
18/05 - DDD to be revised next week
24/05 - civil to start next week
31/05  - civil is completed last week. Haul this week and splicing the week after"
AYCA-4KZ9TH,17/05/2019,In construction,"26/02 - Transformation Project in Design, will be delivered to NBN tomorrow
30/03 - NDD submitted 26/03, waiting response
18/04 - DDD submitted 09/04
02/05 - survey is completed. ROL is applied on 01/05
10/05 - schedule to start in WS 20/05
18/05 - on track
24/05 - delayed until next 2 weeks
31/05 - civil is completed. haul and splice next week"
AYCA-4YTCRX,22/05/2019,In construction,"26/04 - scope is completed. Awaiting for DDD approval and CLAAN to start
02/05 - new CLAAN to be submitted due to the change in civil works
10/05 - DDD approved 03/05
18/05 - new DDD approved 17/05. CLAAN to start 2 weeks from next week
24/05 - ROL required. have been applied
31/05 - drill to commence next week"
AYCA-5W2PN2,29/05/2019,In construction,"05/04 - NDD submitted 02/04
18/04 - DDD submitted 10/04
26/04 - awaiting for DDD approval and CLAAN to start
02/05 - no change
10/05 - no change
18/05 - no change
24/05 - no change
31/05 - awaiting for PON Patching"
ND000014434,29/05/2019,Completed,
AYCA-4OCM1V,30/05/2019,Completed,"20/07 - Site very early stages, not expecting hoarding down untill November. Call back 2 months from 20/07 
26/07: No change 
03/08 - no change 
19/10- Hoarding not due to come down until after Christmas
22/02 - early March hoarding come down (04/03). Call back on the 4th to confirm
27/02 - DT Apply CLAAN
15/03 - civil is scheduled in next week. Developer is planning to pour concrete footpath late next week
22/03 - civil is awaiting for ROL
05/04 - no change
26/04 - civil is completed. Developper needs to connect to our starter pipe. Couldn't find the lead-in during construction
02/05 - haul to be completed end of next week. splicing to follow the week after
10/05 - no change"
AYCA-5ZUB5A,31/05/2019,In construction,"05/04 - NDD submitted 29/03. Internal design submitted 01/04. DDD to be submitted 11/04
18/04 - External DDD submitted 16/04
26/04 - scope to be done early next week
02/05 - MA to seek alternative build via directional drilling, meeting with subcontractor in WS 13/05.
10/05 - no change
18/05 - altenative route rejected by nbn. DT to organise with council
24/05 - council approval obtained. to start next week
31/05 - civil is underway. expecting completion next week. hauling to follow straight after"
AYCA-5F1MOI,31/05/2019,Developer Delay,"16/11 - job was awarded this week
23/11 - EFSCD still in feb 2019
30/11 - no change
07/12 - no change
14/12 - site visit is next week
21/12 - site is around 2-3 months away
11/01 - no change
18/01 - civil booked in early Feb
23/01 - no change. Drill is to commence early Feb
22/02 - civil works completed early Feb. Awaiting for developer to brought the lead-in conduit to as per the accepted pathway. Developer refused to do so. Reported this to Ertan.
08/03 - awaiting for response for the lead-in
15/03 - no change
22/03 - no change
29/03 - no change
05/04 - no change
26/04 - no change
02/05 - no change
10/05 - no change
18/05 - no change
24/05 - no change"
ND000008778,31/05/2019,Completed,
AYCA-65BVFE,31/05/2019,Pre-Construction,
AYCA-5072G6,01/06/2019,Pre-Construction,"22/02 - awaiting for LAAN
01/04 - follow up this week regarding the scaffold
26/04 - will follow up next week
02/05 - no change
10/05 - scaffold has been removed. Awaiting for confirmation from the electrician regarding the lead-in conduit
18/05 - civil to commence next week
24/05 - civil is completed
31/05 - awaiting for developer to fix the internal pathway"
AYCA-4Z5838,01/06/2019,Completed,"15/03 - NDD submitted today
22/03 - awaiting nbn response
05/04 - DDD submitted 29/03. Awaiting for nbn response
18/04 - houses have not been built yet. pushed out
26/04 - no change
01/05 - no change
07/05 - Advised by nbn to confirm PON reading at the SMP and submit PC"
AYCA-5FILA6,03/06/2019,Developer Delay,"23/11 - aim to start on the week starting 03/12
30/11 - site is not in construction yet. Possible start end of Feb or early March 2019. No further update will be given until Feb 2019
22/02 - EFSCD has been pushed out to June. Follow up early April
26/04 - follow up next week."
AYCA-5FWMQ5,03/06/2019,Pre-Construction,"13/02 - Materials ordered, requested for LAANs, contact details, status on dependency, PON Patching
18/04 - survey to be done in the next coming weeks
26/04 - no change"
AYCA-54A0VP,05/06/2019,Developer Delay,"""23/11- LAANs commence 29/11, will schedule RRP after this date 
19/12- Spoil over pits and temp fencing in way. advised completion is midFeb- early March. construction 70% complete. Lead in not done, footpath not due to be done until atleast late Feb""
01/03 - due to survey next week
08/03 - corehole and lead-in has not been completed by developer. will be done in the next 4 weeks
22/03 - suggest to follow up in a month time. possible funding issue
26/04 - follow up next week
18/05 - civil to commence next week. developer pouring concrete footpath next week
24/05 - civil completed"
AYCA-5N4NUW,05/06/2019,Site Visit,"18/01- Hauling scheduled for next week 21/01
17/02 - Attended site, R&R 90% of the route, 2 blockages could not get through require dig down.
18/04 - scope and survey to be done in the next coming weeks
26/04 - issue with the DJL A end. Will send an email out next week"
AYCA-5KIP6Y,07/06/2019,Developer Delay,"12/10 - job awarded 10/10. Site still months away from completion
19/10 - no change
25/10 - no change
01/11 - no change
09/11 - no change
16/11 - no change
23/11 - no change
30/11 - no change
07/12 - no change
14/12 - no change
21/12 - no change
11/01 - no change
18/01 - no change
23/01 - follow up end of Feb
31/05 - advised by nbn the site is ready to go."
AYCA-5KIP6Y,07/06/2019,Developer Delay,"16/11 - site still few months away
23/11 - no change
30/11 - no change
07/12 - no change
14/02 - no change
21/12 - no change
11/01 - no change
18/01 - no change
23/01 - follow up end of Feb
31/05 - advised by nbn the site is ready to go."
AYCA-5WHZHM,14/06/2019,Pre-Construction,"19/03 - survey scheduled 21/03
29/03 - survey completed. FIR in progress
12/04 - FIR sent to nbn
27/05 - design submitted 23/05"
AYCA-5ECAGW,14/06/2019,Developer Delay,"27/07 - Ordered materials, require site visit
03/08 - no change
10/08 - site visit planned for WS 13/08
17/08 - site visit delayed, WS 20/08
24/08 - possible start in 2months time. Construction of site has not started yet
31/08 - no change
06/09 - no change
14/09 - no change
21/09 - no change
28/09 - no change
12/10 - no change
19/10 - no change
25/10 - no change
01/11 - no change
09/11 - no change
16/11 - no change
23/11 - no change
30/11 - no change
07/12 - no change
14/12 - no change
21/12 - no change
11/01 - no change
18/01 - no change. Follow up late Feb
31/05 - lead-in has not been brought out yet. incorrect pipe was used"
AYCA-523PM8,14/06/2019,NBN Delay,"06/07 - Forecast start date 27/08
13/07 - No change
20/07 - No change
27/07 - no change
03/08 - No change
10/08 - no change
17/09 - plan to start on 03/09
24/08 - possible delay. Developer not ready for us yet
31/08 - no change
06/09 - no change
14/09 - no change
21/09 - no change
28/09 - no change
12/10 - no change
19/10 - no change
25/10 - no change
01/11 - no change
09/11 - no change
16/11 - no change
23/11 - no change. possible push out until 2019
30/11 - no change. no further update will be given until further notice by nbn
."
AYCA-5RXMK0,14/06/2019,Pre-Construction,"30/11 - job awarded 27/11
07/12 - site wont be ready for at least 2 months
14/12 - no change
21/12 - no change
11/01 - no one was working this week. There was not much progress since the last time we were there
18/01 - no change
23/01 - no change
22/02 - possible long delay. site has not progressing for the past 2 months. follow up end of March.
."
AYCA-2GRL7A,18/06/2019,In construction,"01/03 - job accepted through maximo this week
08/03 - awaiting for CLAAN from nbn
15/03 - CLAAN obtained. Start date on the 25th of March
22/03 - no change
29/03 - awaiting for confirmation from Mark, whether we can stop from at the MPT
05/04 - no change
12/04 - no change
26/04 - no change
02/05 - no change
10/05 - Mark advised us to fix the network blockages and not continue with the SDS haul
18/05 - blockage work underway"
AYCA-4H9191,21/06/2019,Completed,"13/08: Job awarded. Material ordered. CRQ required to upgrade MPT
14/08: job delayed due to heritage
17/08 : DT to rod and rope for nbn to submit heritage exemption
24/08: rod and rope and survey completed to be submitted to nbn on Monday, 27/08
31/08: awaiting for nbn response
06/09 - no change
14/09 - no change
21/09 - no change
28/09 - no change. awaiting for heritage exemption
12/10 - no change
19/10 - New heritage exemption was submitted 16/10
26/10 - Heritage exemption was approved. Awaiting for LAAN
01/11 - no change
09/11 - no change
16/11 - no change
23/11 - no change
30/11 - advised by nbn that we can progress with this site. Civil is tentatively booked in for next week, dependant on Gas standby. CRQ to be booked for 14/12-17/12
07/12 - no change
14/12 - no gas standby available until after new year
21/12 - MPT upgrade is completed last week
11/01 - no change
18/01 - no change
23/01 - no change
15/03 - awaiting for response from nbn regarding vac unit.
29/03 - awaiting for ROL
05/04 - no change
18/04 - Gas standby booked in 13/05. ROL received
26/04 - no change
02/05 - no change
10/05 - ready to go next week
18/05 - field completed this week. PC next week
24/05 - PC delayed until next week"
AYCA-4H9191,21/06/2019,Completed,"18/04 - to be done at the same with external
26/04 - no change
02/05 - no change
18/05 - same as external
24/05 - no change"
AYCA-3L3HR8,22/06/2019,Pre-Construction,22/02 - CSPO received end of Jan. EFSCD in June. Site visit scheduled mid March
AYCA-4L3R6E,28/06/2019,Developer Delay,"06/07 - foreman advises atleast 2 months from 29/06 before LPC ready, call back on 20/08 for follow up  
26/07: No change 
03/08 - no change 
23/08- Have not been able to contact 
30/08- Advised this wont be ready until the end of the year  
13/12- Advised this wont be ready until January 
18/01- Advised ready end of Feb
22/02 - follow up next week
27/02 - DT apply CLAAN
08/03 - scope next week
12/03 - ACM pit replacement is required
05/04 - awaiting for developer to brought the lead-in conduit
26/04 - no change
01/05 - starter pipe will be installed by the end next week
31/05 - as of last week, still awaiting for starter pipe"
AYCA-5O866G,28/06/2019,Pre-Construction,"22/03 - NDD is work in progress
05/04 - NDD to be submitted 08/04
31/05 - DDD submitted 24/05"
AYCA-58PGFK,28/06/2019,Pre-Construction,"21/12 - CSPO received this week
11/01 - no change
18/01 - no change
23/01 - follow up with developer end of Feb
22/03 - site is around 90% completed. Lead-in has not been brought out to the boundary yet"
AYCA-58PGFK,28/06/2019,Pre-Construction,"14/12 - job is awarded this week
21/12 - no change
11/01 - no change
18/01 - no change
23/01 - follow up with developer end of Feb
22/03 - site is around 90% completed. Lead-in has not been brought out to the boundary yet"
AYCA-5OO3VM,28/06/2019,Developer Delay,21/02 - Monique advised us that the site won't be ready for civil lead-in link up due to hoarding is up. Maybe for the next couple of weeks
AYCA-5OO3VM,28/06/2019,Developer Delay,"22/11- Site visit booked for week starting 03/12/2018 
01/12- Site not ready until next year, slab only just poured
21/02 - Monique advised us that the site won't be ready for civil lead-in link up due to hoarding is up. Maybe for the next couple of weeks"
AYCA-5ANVTS,28/06/2019,Pre-Construction,"22/02 - awaiting for LAAN
29/03 - LAAN received. Site visit required"
AYCA-5HNMQ4,28/06/2019,Pre-Construction,"22/02 - awaiting for LAAN
29/03 - LAAN received. Site visit required"
AYCA-57OBUB,28/06/2019,Pre-Construction,31/05 - survey was completed this week. Site is still at least 1 month away
AYCA-587UWZ,30/08/2019,NBN Delay,"12/10 - Job awarded 28/09. Awaiting for the dependent site to be completed
19/10 - no change
25/10 - no change
01/11 - no change
09/11 - no change
16/11 - no change
23/11 - no change
30/11 - no change. No further update will be given until furher notice by nbn
31/05 - awaiting for update from nbn"
AYCA-5U1ZX9,01/07/2019,Pre-Construction,"10/01- Dependent site FTTC project PC due 14/04/2019
22/02 - awaiting for LAAN
29/03 - LAAN received. Site visit required"
AYCA-4XYTH1,01/07/2019,Completed,"05/04 - CLAAN start soon
02/05 - civil to be completed this week. Haul and copper jointing next week
10/05 - to be field completed this week"
AYCA-49DBF5,03/07/2019,Developer Delay,"20/07 - Very early stages, site shed on top of proposed lead-in area, follow up 2 months from 20/07 
26/07: No change 
03/08 - no change 
18/10- Follow up in three weeks  
02/11- Unable to contact 
08/11- Comms room has been moved to other side of building 
09/11- Awaiting new schedule 
16/11- Still waiting for new shedule 
30/11- No change 
06/01- Site ready, scheduled in for scoping week stag 07/01/2019 
11/02- Scaff due down in 5 weeks, need to co-ordinate our work for when they rip up footpath
22/02 - advised by Daniel that they will be commencing their civil works on the first week of April. Follow up end of March
27/02 - DT apply CLAAN
22/03 - no change
29/03 - tentative start on civil, WS 15/04
05/04 - no change
12/04 - no change
18/04 - civil is 90% completed. awiating for the devleoper to remove the concrete footpath to finish the civil work
26/04 - no change
02/05 - civil to be completed end of this week
10/05 - civil is completed. haul next week, splicing the following week
31/05 - haul is completed. splice next week"
AYCA-5BOGUQ,03/07/2019,Developer Delay,"15/08 - Materials ordered. LAAN requested, contact details requested, site visit required, PON Patching requested
15/08 - Heritage delay, PON patching and contact received
09/11- Heritage exepmtion received, unable to contact developer
19/12- No core hole or LIC or cable tray, comms room complete, look at in new year, drop new pit closer to lead in to avoid tree roots"
AYCA-587BWC,06/07/2019,Pre-Construction,"22/02 - awaiting for LAAN
15/03 - ROL applied
26/04 - civil to commence WS 06/05 to line up with their footpath work
02/05 - no change
10/05 - civil is completed this week"
AYCA-5I8I8D,09/07/2019,Pre-Construction,"11/01- Dependent site due 17/04/2019 but nbn propose Branch MPT-104 built earlier to accommodate us
17/02 - New CLAAN raised, requesting waiver to not wait till March
21/02 - Still waiting on LAANs, reminder of new proposal build
26/02 - Can start commencement 04/03
04/03 - John elec to provide update of lead-in conduit 05/03
05/03 - identified 35mm gal pipe on end of run, require pit upgrade to perform new trench works, possibly revise LAANs
- Lead-in not ready, starter required to extend
- A END is still not available, followed up 04/03
12/03 - Scope attended, require revise CLAAN, new build 50m, gal pipe only at full capacity"
AYCA-5MELWX,17/07/2019,Pre-Construction,"22/03 - Design to commence shortly
05/04 - RFI email sent to Atul
30/04 - DDD submitted 26/04. DDD approved 29/04"
AYCA-52CPTI,17/07/2019,Design,"26/02 - NDD completed, will be submitting today
01/03 - Require approval to commence pre-scope"
AYCA-2QFUTJ,26/07/2019,Developer Delay,"10/07 - Advised by developer still no progress on site. Will call once there is. 10/07
25/07 - Follow up required - developer not contacted for 2 weeks
26/07- site on hold, follow up in 6 weeks
03/08 - No change
07/09 - No answer
14/09 - Advised no change from developer
11/10- Advised by developer to call back in another month, still on hold
13/12- Ertan to follow up 
22/02- No change"
AYCA-5T6RSW,26/07/2019,Pre-Construction,"22/03 - issue with council regarding heritage
29/03 - no change"
AYCA-3SB1HA,31/07/2019,Pre-Construction,"22/03 - awaiting for new CWP from nbn for the new alternative solution, instead of new build via drilling"
AYCA-472QK6,31/07/2019,Completed,
AYCA-5KAIAA,23/08/2019,Design,07/05 - No design required for this work order
