ILM List,
10002476,GPON power supply for VDSL2 modem
10002477,GPON UPS for NTD MDU 16 and 24 VDSL2
10002478,GPON Battery for MDU UPS - 8 required per UPS
10002479,GPON MDU 7302 eqpt - ISAM Universal 2200mm rack no shelf
10002480,GPON MDU 7302 eqpt - 7330 ISAM FTTN FD 10-slot remote incl FAN
10002481,GPON MDU 7302 eqpt - ISAM FD 7330 in ETSI mount kit
10002482,GPON MDU 7302 eqpt - 7356 ISAM FTTB REM
10002483,GPON MDU 7302 eqpt - 7356 ISAM FTTB REM Fan Unit
10002484,GPON MDU 7302 eqpt - 7356 ISAM FTTB REM Controller and DC/DC
10002485,GPON MDU 7302 eqpt - 7356 ISAM FTTB REM Controller and AC/DC
10002486,GPON MDU 7302 eqpt - 7356 ISAM FTTB REM Wallmount (need 2)
10002487,GPON MDU 7302 eqpt - 7356 ISAM FTTB REM ETSI bracket (need 2)
10002488,GPON MDU 7302 eqpt - ISAM FD NT-I/O applique 12 GE w/o SFPs
10002489,7302/7330 SFP GE LX SM 1310nm Duplex LC 10km
10002490,GPON MDU 7302 1000Base EX SFP Pluggable Optical Module GE EX SM Duplex LC connector for NANT-E
10002491,7302/7330 SFP GE ZX SM 1550nm Duplex LC 80km
10002492,GPON MDU 7302 eqpt - ISAM FD 10GE NT-I/O applique 2x 10GE itfs and 4x 2 5G/1GE itfs without SFPs
10002493,GPON MDU 7302 eqpt - 10G Ethernet XFP Pluggable Optical Module 10GE LX SM 1310nm -40C to +85C Duplex LC connector 10km (6dB)
10002494,GPON MDU 7302 eqpt - 10G Ethernet XFP Pluggable Optical Module 10GE EX SM 1550nm -40C to +85C Duplex LC connector 40km (11dB)
10002495,GPON MDU 7302 eqpt - ISAM FD VDSL2 line card (48 Lines); 17a
10002496,GPON MDU 7302 eqpt - cable for VDSL2 line card 96pair 5m (26 AWG)
10002497,GPON MDU 7302 eqpt - ISAM FD PTP Eth. card incl 16 GE-BX (10 km)
10002498,GPON MDU 7302 eqpt - ISAM FD PTP Eth. Card
10002499,GPON MDU 7302 eqpt - GE-BX (10 km)
10002500,GPON MDU 7302 eqpt - RTU fee per ISAM 48port VDSL LT board
10002501,GPON MDU 7302 eqpt - GPON-V ONT adaptation to customer specific parameters
10002502,GPON MDU 7302 eqpt - GPON-V ONT IOP with external SoftSwitch/IMS vendors
10002503,GPON MDU 7302 eqpt - GPON-V ONT IOP with external SoftSwitch/IMS vendors - Support of a set of 10 POTS supplementary services
10002504,GPON MDU 7302 eqpt - 5530 Network Analyzer - Fibre connection license
10002505,GPON MDU 7302 eqpt - 5530 Network Analyzer - Fibre operator license
10002506,GPON MDU 7302 eqpt - 5530 Network Analyser - Fibre application license
10002507,Line Card IMM 7x50 12 PT 10GE SF+ Includes Option 1 Licence
10002508,Aggregation Line card IMM - 7x50 1-PT 100GE CFP (Includes Option 1 Licence)
10002509,Aggregation Line card 100G CFP LR10
10002510,Aggregation Line card 100G CFP LR4
10002511,Aggregation Line card IMM - 7750 SR 5-PT 10GE - XFP ESS (Includes Option 1 Licence)
10002512,Line Card IMM 7750 SR 48 PT GE SFP Includes Option 1 License
10002513,Chassis Bundle incl redundant power and fan and one Switch Fabric SF CPM4 7450 ESS 12
10002514,Switch Fabric SF CPM4 7450 ESS 12
10002515,Chassis Bundle include redundant power and three enhanced fans and one Switch Fabric SF CPM3 7450 ESS 12
10002516,Switch Fabric SF CPM3 7450 ESS 12
10002517,SFP+ 10GE LR LC ROHS 6 6 0 70C
10002518,XFP 10GE LR LC ROHS 6 6 0 70C
10002519,SFP GIGE LX LC ROHS 6 6 DDM 40 85C
10002520,Aggregation - IOM - 7450 ESS IOM3-XP
10002521,Aggregation - MDA - 7450 10-PT GE MDA -XP SFP
10002522,Aggregation - MDA - 7450 ESS 2-PT 10G MDA-XP - XFP
10002523,SFP GIGE TX SFP COPPER MOD RJ45GA 1 port 1000BASE TX Small Form Factor Pluggable SFP Copper Module Cat5 RJ45 Connector 3HE00062AA
10002524,Chassis Bundle include redundant power and fan and one Switch Fabric SF CPM3 7450 ESS 7
10002525,Switch Fabric SF CPM3 7450 ESS 7
10002526,1 port 1000BASE SX Small Form Factor Pluggable SFP Optics Module Multimode Fiber MMF SFP GIGE SX LC ROHS 6 6 DDM 40 85C
10002527,Compact Flash Aggregation CF 2 GB
10002528,Aggregation - OS - 7450 ESS-6/6V/7/12 R9.0 OS LICENSE - payable per chassis
10002529,Aggregation - OS - 7450 ESS-6/6V/7/12 R8.0 OS LICENSE - payable per chassis
10002530,Aggregation EMS - 5620 SAM R8.0 / 5650 CPAM R4.0 S/W KIT
10002531,EMS 5620 SAM E R8.0 BASE PRODUCT SOLARIS
10002532,EMS 5620 SAM O R8.0 LICENSE
10002533,EMS 5620 SAM E R8.0 OPERATOR POSITION
10002534,EMS 5620 SAM R8.0 Redundancy License Solaris
10002535,EMS 5620 SAM-E A P R8.0 7450 Premium MDA payable per IMM
10002536,Aggregation EMS - Sun Fire X4640 - SAM Application Server
10002537,Aggregation EMS - Sun Fire X4240 - SAM Database Server
10002538,Aggregation EMS - Sun Fire X4140 - SAM Application Server for lab
10002539,Aggregation EMS - Sun Fire X4140 - SAM Database Server for lab
10002540,Aggregation EMS - Sun Fire X4640 - SAM Database Server
10002541,Aggregation EMS - Sun Fire X4640 - SAM Auxillary Server
10002542,Aggregation EMS - SAM Server for Lab - Sun Fire X4170 M2
10002543,License RTU to upgrade from option 1 to option 2 for 7450 12 PT 10GE IMM
10002544,Aggregation RTU to upgrade from option 1 to option 2 for 7450 1 PT 100GE IMM
10002545,Aggregation RTU to upgrade from option 1 to option 2 for 7450 5PT 10GE IMM
10002546,License RTU to upgrade from option 1 to option 2 for 7450 48 PT GE IMM
10002547,RTU to upgrade from option 1 to option 3 for 7450 12 PT 10GE IMM
10002548,Aggregation RTU to upgrade from option 1 to option 3 for 7450 1 PT 100GE IMM
10002549,Aggregation RTU to upgrade from option 1 to option 3 for 7450 5 PT 10GE IMM
10002550,License RTU to upgrade from option 1 to option 3 for 7450 48 PT GE IMM
10002551,Aggregation RTU to upgrade from option 1 to option 4 for 7450 12 PT 10GE IMM
10002552,Aggregation RTU to upgrade from option 1 to option 4 for 7450 1 PT 100GE IMM
10002553,Aggregation RTU to upgrade from option 1 to option 4 for 7450 5 PT 10GE IMM
10002554,Aggregation RTU to upgrade from option 1 to option 4 for 7450 48 PT GE IMM
10002555,DWDM 40CH MXDXUNIDIR
10002556,DWDM 40CH MX(DX)(UNIDIR.) OFFSET GRID
10002557,DWDM 40CH MXDXUNIDIR + VOAS Offset Grid
10002558,DWDM 40CH MXDXUNIDIR + VOAS
10002559,Power Monitor 4port 80 Channel 2.5G to 40G DWDM
10002560,License DWDM Automated Channel Power Optimization
10002561,License NE DWDM Basic
10002562,License NE DWDM Advanced
10002563,Compact Flash Module R5.0 for NE Controller 8GB DWDM
10002564,Slot DWDM DCM DCF 100KM SSMF 1700PS NM 2
10002565,Slot DWDM DCM DCF 10KM SSMF 170PS NM 1
10002566,Slot DWDM DCM DCF 110KM SSMF 1870PS NM 2
10002567,Slot DWDM DCM DCF 120KM SSMF 2040PS NM 2
10002568,Slot DWDM DCM DCF 130KM SSMF 2210PS NM 2
10002569,Slot DWDM DCM DCF 15KM SSMF 255 PS NM 1
10002570,Slot DWDM DCM DCF 20KM SSMF 340PS NM 1
10002571,Slot DWDM DCM DCF 25KM SSMF 425 PS NM 1
10002572,Slot DWDM DCM DCF 30KM SSMF 510PS NM 1
10002573,Slot DWDM DCM DCF 35KM SSMF 595 PS NM 1
10002574,Slot DWDM DCM DCF 40KM SSMF 680PS NM 1
10002575,Slot DWDM DCM DCF 45KM SSMF 765 PS NM 1
10002576,Slot DWDM DCM DCF 50KM SSMF 850PS NM 1
10002577,Slot DWDM DCM DCF 5KM SSMF 85PS NM 1
10002578,Slot DWDM DCM DCF 60KM SSMF 1020PS NM 1
10002579,Slot DWDM DCM DCF 70KM SSMF 1190PS NM 1
10002580,Slot DWDM DCM DCF 80KM SSMF 1360PS NM 2
10002581,Slot DWDM DCM DCF 90KM SSMF 1530PS NM 2
10002582,License DWDM End To End Service Provisioning
10002583,Shelf SRS 2 DWDM ETSI and Mandatory Accessories
10002584,Card External Pump DWDM
10002585,Panel Filler DWDM
10002586,Attenuator LC PC 1DB DWDM FO
10002587,Attenuator LC PC 2DB DWDM FO
10002588,Attenuator LC PC 3DB DWDM FO
10002589,Attenuator LC PC 4DB DWDM FO
10002590,Attenuator LC PC 5DB DWDM FO
10002591,Attenuator LC PC 6DB DWDM FO
10002592,Attenuator LC PC 7DB DWDM FO
10002593,Attenuator LC PC 8DB DWDM FO
10002594,Attenuator LC PC 9DB DWDM FO
10002595,Patch Cord LC PC-LC PC 10 M GRADE 3 DWDM FO
10002596,Patch Cord LC PC-LC PC 6 M GRADE 3 DWDM FO
10002597,Patch Cord LC PC-LC PC 3.0 M DWDM FO
10002598,Interleaver 80CH BIDIR DWDM
10002599,Interleaver 80CH W DROP-PATH UNIDIR DWDM
10002600,DWDM LASBC 1 Short Span Booster Amplifier No Interstage Access No Ext Pump
10002601,DWDM LAVBC 1 High Reach Long Span Booster-Amplifier R4.3 Interstage Access Upgradable With One Ext Pump 2 Slots
10002602,DWDM LAVIC 1 High Reach Long Span Inline-Amplifier R4.3 Interstage Access Upgradable With One Ext Pump 2 Slots
10002603,DWDM NE-CONTROLLER WITHOUT TIF CCMP-2 40MM
10002604,DWDM RACK AND SHELF PRECONFIGURATION
10002605,DWDM RAMAN PUMP CARD C-BAND 4 PUMPS 2 PUMP WAVELENGTHS 2 SLOTS
10002606,DWDM SHELF-CONTROLLER CCSP-1 40MM
10002607,DWDM WSS 50GHZ 9X1 ADD-PATH
10002608,DWDM WSS 50GHZ 9X1 DROP-PATH
10002609,DWDM 40G Regenerator CP-QPSK bidir.
10002610,Muxponder DWDM 40G CP-QPSK 1x Line 4x Client
10002611,License Capacity 40G DWDM
10002612,License Capacity Advanced 40G DWDM
10002613,DWDM 10G Transponder LH Tunable 1x Line 1x Client XFP C-BAND
10002614,License Capacity 10G DWDM
10002615,License Capacity Advanced 10G DWDM
10002616,DWDM XFP Module I64.1 P1I1-2D1 10GBASE-L SMF 1300nm 2km for STM64 10km for 10GBASE-L LC
10002617,DWDM TNMS Core NE CL for SURPASS hiT 7300 Main shelf
10002618,DWDM TNMS Core NE CL for SURPASS hiT 7300 Extension shelf
10002619,License TNMS NE for SURPASS hiT 7300 per 40G Transponder Regenerator
10002620,DWDM ETSI Rack hiT7300 2200x600x300 mm
10002621,"DWDM High Power breaker panel (19"" and 23'' racks)"
10002622,DWDM 8-CHANNEL VOA
10002623,DWDM 10G QUAD TRANSPONDER LH TUNABLE 4X LINE XFP 4X CLIENT 2X XFP 2X SFP+
10002624,DWDM XFP DWDM 10G LONG HAUL C-BAND TUNABLE 1528NM .. 1569NM
10002625,Muxponder DWDM 40G DPSK 1X LINE 4X Client
10002626,DWDM LAMIC 1 Medium Span Inline Amplifier Interstage Access No Ext. Pump
10002627,Muxponder DWDM 100G CP-QPSK 1x Line 10x Client
10002628,License Capacity 100G DWDM
10002629,License Capacity Advanced 100G DWDM
10002630,DWDM CFS-4 Fan pack for SRS-2 and SRS19-1
10002631,DWDM 100G Transponder CP-QPSK 1x Line 1x Client CFP
10002632,DWDM CFP 100GBASE-LR4: 10km
10002633,DWDM 48ch MX-DX bidir
10002634,DWDM 48ch MX-DX bidir offset grid
10002635,DWDM F09MDR96-1
10002636,Power Monitor 4port 96 Channel DWDM
10002637,DWDM SFP+ 10G 10GBE 10KM SMF 1300NM
10002638,DWDM LABBC-1 Broadgain Booster Amplifier for DCM less system
10002639,DWDM LABPC 1 Broadgain PreAmplifier for DCM less system
10002640,License DWDM TNMS Core NE Connection for SURPASS hiT 7300 per 100G Transponder or Regenerator
10002641,Panel Power Connecting DWDM
10002642,DWDM WSS 50GHZ 6X1 ADD-PATH
10002643,DWDM WSS 50GHZ 6X1 DROP-PATH
10002644,License DWDM TNMS Core for Basic Package
10002645,License DWDM TNMS Core Network Category C for Domain Management
10002646,License DWDM TNMS Core Network Category C for Warm Stand-by
10002647,License DWDM TNMS Core Network Category C for Remote Inventory
10002648,License DWDM TNMS Core Network Category C for the TMF CORBA Agent interface
10002649,License DWDM TNMS Core Network Category C for the SNMP interface
10002650,License DWDM TNMS Core Network Category C for Capacity Management
10002651,License DWDM TNMS Core Network Category C for multi-NE Scheduled MIB Upload
10002652,License DWDM TNMS Core Network Category C for multi-NE SW Download
10002653,License DWDM TNMS Core OEM for SNMP Interface
10002654,License DWDM TNMS Core OEM SW Licence for TMF Corba Agent
10002655,DWDM TNMS Core - Software Media Pack CD-ROM
10002656,DWDM User Manual TNMS Core English edition CD-ROM
10002657,DWDM FSC Large Basic Rack
10002658,DWDM TNMS Core Server Extra Large Rack Version
10002659,DWDM Server Warranty uplift 5 years with 4Hrs response time 24x7
10002660,DWDM iRMC S2 advanced pack
10002661,DWDM 4 GB DDR3 1333 MHz PC3-10600 rg s
10002662,DWDM Intel Xeon E5620 4C 8T 2.40 GHz 12 MB
10002663,Switch 24 D11 DWDM
10002664,License and DWDM Microsoft SQL 2005 Server SE SW
10002665,License DWDM Microsoft SQL Server 5 Client Access Licences CAL for SQL 2005 Server
10002666,DWDM Microsoft SQL Server Std Ed Runtime 2005 W32 EMB English OPK DVD
10002667,DWDM Microsoft Windows Server 2008 for Embedded Systems 5 Client User CAL
10002668,DWDM Microsoft Windows Server 2008 for Embedded Systems Remote Desktop Services CAL 5 Device ESD
10002669,DWDM Microsoft Windows Server 2008 R2 for Embedded Systems Standard
10002670,DWDM Microsoft Windows Server Emb Std 2008 R2 64Bit EMB English OPK
10002671,DWDM OEM Software pack WinZip RadMin TrendMicro Ghost per Server PC
10002672,DWDM TNMS Core - Citrix Presentation Server 5.0 incl. 5 CAL
10002673,License DWDM TNMS OEM SW Maintenance MAS
10002674,License DWDM TNMS OEM SW Runtime MAS
10002675,Server Management LI production
10002676,Server Management LI model
10002677,License LI Management Server Software LIMS
10002678,License LI Sybase ASE Software for LIMS
10002679,License LI Sybase Replication Server for LIMS
10002680,License LI Communication Module for ALU EMS
10002681,License LI Communication Module for new network elements license
10002682,License LI Communication Module for currently supported network elements
10002683,License LI Communication Module for data storage license
10002684,License LI Communication Module for firewall
10002685,License LI LIMS High-Availability Software
10002686,LI Redundant LIMS Management Server maintenance and support
10002687,LI Management software core software support and maintenance service
10002688,LI Redundant Standard DF3 Oracle-Sun Fire X4170 M2 Server for Production environment
10002689,LI Redundant Standard DF3 Oracle-Sun Fire X4170 M2 Server for Model environment
10002690,LI High Capacity DF3 N+1 array of Oracle-Sun Fire X4170 M2 Server for Production environment
10002691,LI High Capacity DF3 N+1 array of Oracle-Sun Fire X4170 M2 Server for Model environment
10002692,License LI LIMS DF3SHA
10002693,License LI LIMS DF3HC
10002694,License LI Load Balancer for DF3HC
10002695,LI Redundant Standard DF3 maintenance and support service
10002696,LI High Capacity DF3 N+1 maintenance and support service
10002697,LI LIMS DF3SHA software support and maintenance service
10002698,LI LIMS DF3SHC software support and maintenance service
10002699,LI Netapp SAS Drive pack per Gpbs AC
10002700,LI Netapp Heads High-Availability AC
10002701,LI Netapp Storage pack 40TB AC
10002702,LI 1 year Netapp Data storage HW maintenance and support
10002703,LI 1 year Netapp Data storage pack 40TB HW maintenance and support
10002704,LI XBeam 5Gbps full encrypted Firewall for production environment AC
10002705,LI XBeam 5Gbps full encrypted Firewall for model environment AC
10002706,License LI XBeam 5Gbps Security Gateway
10002707,LI Xbeam 5Gbps Yearly Entreprise Subscription
10002708,LI XBeam 5Gbps full encrypted Firewall maintenance and support including spares for 1 year and as per contract
10002709,LI XBeam 10Gbps full encrypted Firewall for production environment
10002710,LI XBeam 10Gbps full encrypted Firewall for Model environment
10002711,License LI Xbeam 10Gbps Security Gateway
10002712,LI Xbeam 10 Gbps Yearly Entreprise subscription
10002713,LI XBeam 10Gbps full encrypted Firewall maintenance and support including spares for 1 year and as per contract
10002714,LI Remote Provisioning Unit Terminal
10002715,LI LIMS Remote Access Interface
10002716,LI Redundant Standard DF3 Oracle-Sun Netra X4270 DC power for Production environment
10002717,LI Redundant Standard DF3 Oracle-Sun Netra X4270 DC power for Model environment
10002718,LI High Capacity DF3 N+1 array of Oracle-Sun Netra X4270 DC powerfor Production environment
10002719,LI High Capacity DF3 N+1 array of Oracle-Sun Netra X4270 DC powerfor Model environment
10002720,LI Redundant Standard DF3 DC power maintenance and support service
10002721,LI High Capacity DF3 N+1 DC power maintenance and support service
10002722,LI Netapp Storage pack 40TB DC power
10002723,LI Netapp SAS Drive pack per Gpbs DC power
10002724,LI Netapp Heads High-Availability DC power
10002725,LI XBeam 5Gbps full encrypted Firewall for production environment DC power
10002726,LI XBeam 5Gbps full encrypted Firewall for model environment DC power
10002727,LI XBeam 5Gbps DC power full encrypted Firewall maintenance and support for 1 year
10002728,LI XBeam 10Gbps DC power full encrypted Firewallfor production environment
10002729,LI XBeam 10Gbps DC power full encrypted Firewall for Model environment
10002730,LI XBeam 10Gbps DC power full encrypted Firewall maintenance and support for 1 year
10002731,LI Redundant Inverter ELTEK Valere
10002732,LI XBeam 1Gbps full encrypted Firewall for production environment AC
10002733,LI XBeam 1Gbps full encrypted Firewall for model environment AC
10002734,License LI XBeam 1Gbps Security Gateway
10002735,LI Xbeam 1 Gbps Yearly Enterprise subscription
10002736,LI XBeam 1Gbps full encrypted Firewall maintenance and support
10002737,LI Xbeam X30 Dual chassis Dual NPM 6Gbts HAfor production environment
10002738,LI XbeamX30 Dual chassis Dual NPM 6Gbts HAfor model environment
10002739,License LI Xbeam X30 6Gbps HA Security Gateway
10002740,LI Xbeam X30 6Gbps HA Yearly subscription
10002741,LI XBeam X30 6Gbps HA maintenance and support
10002742,LI Xbeam X30 Dual chassis single NPM 3Gbps HAfor production environment
10002743,LI XbeamX30 Dual chassis single NPM 3Gbps HA for model environment
10002744,License LI Xbeam X30 3Gbps HA Security Gateway
10002745,LI Xbeam X30 3Gbps HA Yearly subscription
10002746,LI XBeam X30 3Gbps HA maintenance and support
