Contract,Project Title,Location,,Inv No.,Date Invoice Created,Date Project Completions handed over,PC Request Date Submitted,Variation Request submitted,Variation Approval,PC Due,Payment Date,Month Claimed,Actual Payment Date,maximoOrderNumber,FSAM/MPS,Suburb,Amount,Variation,Total Revenue,GST Inc,DJC Cost,Internat DJC Cost,Total Cost,Margin,%,NBN PO/PM,Project Quote Submitted,Project Award Date,Days to Award,Customer required date,Difference CRD to Award
A417 Greenfield MDU,MW21994-AYCA-4W4BKH-2HOM-02-38 Weeroona Rd Strathfield INT,Sydney,,,,25/06/2018,25/06/2018,,,09/07/2018,23/07/2018,Jun-18,Jul-18,,MW21994-AYCA-4W4BKH-2HOM-02-38 Weeroona Rd Strathfield INT,Strathfield,$840.00,,$840.00,$924.00,,,$0.00,$840.00,100%,Nabeel Jaimon,Direct Award,06/03/2018,,28/03/2018,22d
A417 Greenfield MDU,"MW22002-AYCA-4X6TWU-2LID-08-43-47 Harrow Rd Auburn,  INT",Sydney,,,,,30/11/2018,,,,,Nov-18,Jan-00,,"MW22002-AYCA-4X6TWU-2LID-08-43-47 Harrow Rd Auburn,  INT",Auburn,$560.00,,$560.00,$616.00,,,$0.00,$560.00,100%,Nabeel Jaimon,Direct Award,06/03/2018,,03/04/2018,28d
A417 Greenfield MDU,"MW22007-AYCA-4VJFPP-2NEW-22-19-21 Eve St, Erskineville",Sydney,,,,,30/07/2018, ,,,,Jul-18,Jan-00,,"MW22007-AYCA-4VJFPP-2NEW-22-19-21 Eve St, Erskineville",Erskinville,"$1,201.18",,"$1,201.18","$1,321.30",,,$0.00,"$1,201.18",100%,Ertan Cicek,Direct Award,07/03/2018,,05/04/2018,29d
A417 Greenfield MDU,MW21881-AYCA-2YGB4Y-2BLK-01-EXTERNAL,Sydney,,Inv 13517,20/04/2018,26/03/2018,27/03/2018,04/04/2018,13/04/2018,11/04/2018,24/04/2018,Mar-18,Apr-18,,MW21881-AYCA-2YGB4Y-2BLK-01-EXTERNAL,Blacktown,$561.20,"$3,014.58","$3,575.78","$3,933.36","$2,156.54",,"$2,156.54","$1,419.24",40%,Ertan Cicek,Direct Award,26/02/2018,,22/03/2018,24d
A401/Greenfield,MW21401 - AYCA-4RYUIS - 2PTH-11 -NSB- Assisi Close Cranebrook,Sydney,,Inv 13516,20/04/2018,05/04/2018,06/04/2018,06/04/2018,17/04/2018,18/04/2018,24/04/2018,Apr-18,Apr-18,,MW21401 - AYCA-4RYUIS - 2PTH-11 -NSB- Assisi Close Cranebrook,Cranebrook,$900.00,"$3,694.31","$4,594.31","$5,053.74",,,$0.00,"$4,594.31",100%,Andrew Mahassy,02/10/2017,13/02/2018,134d,02/03/2018,17d
A417 Greenfield MDU,"MW22072-AYCA-4YFIWK-2HOM-03-4 EXTER RD, HOMEBUSH WEST",Sydney,,Inv 13514,24/04/2018,23/03/2018,27/03/2018,27/03/2018,04/04/2018,11/04/2018,24/04/2018,Mar-18,Apr-18,,"MW22072-AYCA-4YFIWK-2HOM-03-4 EXTER RD, HOMEBUSH WEST",Homebush West,"$1,234.18","$1,744.19","$2,978.37","$3,276.21","$1,639.63",,"$1,639.63","$1,338.74",45%,Ertan Cicek,Direct Award,26/03/2018,,30/04/2018,35d
A417 Greenfield MDU,"MW22022--AYCA-3TBATE-2PAR-6111 Hassall St, Paramatta",Sydney,,Inv 13637,22/05/2018,03/05/2018,03/05/2018,08/05/2018,10/05/2018,16/05/2018,22/05/2018,May-18,May-18,,"MW22022--AYCA-3TBATE-2PAR-6111 Hassall St, Paramatta",Parramatta,"$1,400.62","$7,702.47","$9,103.09","$10,013.40","$4,761.73",,"$4,761.73","$4,341.36",48%,Ertan Cicek,Direct Award,08/03/2018,,10/04/2018,33d
A401/Greenfield,"MW22024-AYCA-35DF0W-2KEL-07-1, 1A & 1B President Rd, Kellyville",Sydney,,,,,30/07/2018,,,,,Jul-18,Jan-00,,"MW22024-AYCA-35DF0W-2KEL-07-1, 1A & 1B President Rd, Kellyville",Kellyville,"$2,197.21",,"$2,197.21","$2,416.93",,,$0.00,"$2,197.21",100%,Ertan Cicek,Direct Award,08/03/2018,,10/04/2018,33d
A417 Greenfield MDU,MW21649- AYCA-1Y6XJM-2KIL-61-GORDON 2 – 1,Sydney,,Inv 13513,26/04/2018,27/03/2018,28/03/2018,04/04/2018,13/04/2018,11/04/2018,26/04/2018,Mar-18,Apr-18,,MW21649- AYCA-1Y6XJM-2KIL-61-GORDON 2 – 1,Gordon,"$2,026.01","$4,233.07","$6,259.08","$6,884.99","$2,015.96",,"$2,015.96","$4,243.12",68%,Lindy Chan,Direct Award,21/12/2017,,10/02/2018,51d
A401/Greenfield,"MW22009-AYCA-4L6PEC-2OBA-20-Brooks close, Old Bar",Nth Coast,,Inv 13541,27/04/2018,11/04/2018,13/04/2018,,,24/04/2018,01/05/2018,Apr-18,May-18,,"MW22009-AYCA-4L6PEC-2OBA-20-Brooks close, Old Bar",Old Bar,"$3,519.00",,"$3,519.00","$3,870.90","$2,323.30",,"$2,323.30","$1,195.70",34%,Mark leal,28/02/2018,13/03/2018,13d,01/04/2018,19d
A401/Greenfield,"MW22011-AYCA-4GRO21-2RTC-20-55 Kingston Parade, Heatherbae",Newcastle,,,,26/04/2018,26/04/2018,08/05/2018,16/05/2018,07/05/2018,29/05/2018,Apr-18,May-18,,"MW22011-AYCA-4GRO21-2RTC-20-55 Kingston Parade, Heatherbae",Heatherbae,"$2,191.88","$6,277.43","$8,469.31","$9,316.24","$5,405.07",,"$5,405.07","$3,064.24",36%,Mark leal,28/02/2018,13/03/2018,13d,01/04/2018,19d
A417 Greenfield MDU,"MW22023-AYCA-48280D - 2RED-03 -  906 Bourke St, Zetland",Sydney,,,,,30/07/2018,,,,,Jul-18,Jan-00,,"MW22023-AYCA-48280D - 2RED-03 -  906 Bourke St, Zetland",Zetland,"$3,858.83",,"$3,858.83","$4,244.71","$1,285.00",,"$1,285.00","$2,573.83",67%,Ertan Cicek,Direct Award,13/03/2018,,09/04/2018,27d
A417 Greenfield MDU,MW21914 - AYCA-4SRFAN-2BAL-62 - 22/26 Roseberry St Balgowlah NSW,Sydney,,,,,30/06/2017,,,,,Jun-17,Jan-00,,MW21914 - AYCA-4SRFAN-2BAL-62 - 22/26 Roseberry St Balgowlah NSW,Balgowlah,$560.00,,$560.00,$616.00,,,$0.00,$560.00,100%,Ertan Cicek,Direct Award,14/03/2018,,15/05/2018,62d
A417 Greenfield MDU,"MW22048-AYCA-52ZO0L-2LID-04-32 Norval St, Auburn EXT",Sydney,,,,,30/07/2018,,,,,Jul-18,Jan-00,,"MW22048-AYCA-52ZO0L-2LID-04-32 Norval St, Auburn EXT",Aurburn,"$1,156.52",,"$1,156.52","$1,272.17",,,$0.00,"$1,156.52",100%,Ertan Cicek,Direct Award,15/03/2018,,30/04/2018,46d
A417 Greenfield MDU,MW22053-AYCA-4O03IQ-2COR-09-17 Ryan Street Balgownie Int,Sydney,,,,,30/07/2018,,,,,Jul-18,Jan-00,,MW22053-AYCA-4O03IQ-2COR-09-17 Ryan Street Balgownie Int,Balgowie,"$2,731.54",,"$2,731.54","$3,004.69",,,$0.00,"$2,731.54",100%,Nabeel Jaimon,Direct Award,15/03/2018,,11/05/2018,57d
A417 Greenfield MDU,"MW22042-AYCA-4SV0JO2ING-65-41-47 Stennett Rd Ingleburn, Int HMDU",Sydney,,,,,30/07/2018,,,,,Jul-18,Jan-00,,"MW22042-AYCA-4SV0JO2ING-65-41-47 Stennett Rd Ingleburn, Int HMDU",Ingelburn,$560.00,,$560.00,$616.00,,,$0.00,$560.00,100%,Nabeel Jaimon,Direct Award,15/03/2018,,31/05/2018,77d
A417 Greenfield MDU,"MW21898-AYCA-26KP9Q-2ROU-02-Caddies Boulevard & White Hart Drive, Rouse Hill",Sydney,,,,,30/07/2018,,,,,Jul-18,Jan-00,,"MW21898-AYCA-26KP9Q-2ROU-02-Caddies Boulevard & White Hart Drive, Rouse Hill",Rouse Hill,"$2,930.88",,"$2,930.88","$3,223.97",,,$0.00,"$2,930.88",100%,Ertan Cicek,Direct Award,15/03/2018,,26/03/2018,11d
A417 Greenfield MDU,"MW22047-AYCA-53E534-2LIV-12-25 Glenfield Rd, Glenfield  Ext",Sydney,,Inv 13695,06/06/2018,14/05/2018,15/05/2018,18/05/2018,30/05/2018,29/05/2018,05/06/2018,May-18,Jun-18,,"MW22047-AYCA-53E534-2LIV-12-25 Glenfield Rd, Glenfield  Ext",Glenfield,"$5,800.45","-$1,002.48","$4,797.97","$5,277.77",,,$0.00,"$4,797.97",100%,Richard Huffadine,Direct Award,15/03/2018,,16/04/2018,32d
A417 Greenfield MDU,MW22055-AYCA-52ZO0L-2LID-04-32 Norval St Auburn   INT,Sydney,,,,,30/07/2018,,,,,Jul-18,Jan-00,,MW22055-AYCA-52ZO0L-2LID-04-32 Norval St Auburn   INT,Auburn,"$2,800.00",,"$2,800.00","$3,080.00","$1,434.40",,"$1,434.40","$1,365.60",49%,Ertan Cicek,Direct Award,15/03/2018,,30/04/2018,46d
A417 Greenfield MDU,"MW22017-AYCA-413V2N-2HOM-03-16 - 20 Smallwood Ave, Homebush",Sydney,,Inv 13613,17/05/2018,09/04/2018,10/04/2018,12/04/2018,10/05/2018,23/04/2018,17/05/2018,Apr-18,May-18,,"MW22017-AYCA-413V2N-2HOM-03-16 - 20 Smallwood Ave, Homebush",Homebush,"$1,747.60","$5,475.62","$7,223.22","$7,945.54","$4,066.58",,"$4,066.58","$3,156.64",44%,Ertan Cicek,Direct Award,16/03/2018,,09/04/2018,24d
A417 Greenfield MDU,"MW21966-AYCA-52950S-2BUR-65-147 - 153 Liverpool Rd, Burwood",Sydney,,Inv 13614,17/05/2018,17/04/2018,17/04/2018,26/04/2018,10/05/2018,30/04/2018,17/05/2018,Apr-18,May-18,,"MW21966-AYCA-52950S-2BUR-65-147 - 153 Liverpool Rd, Burwood",Burwood,"$3,770.14","$8,711.00","$12,481.14","$13,729.25","$9,477.91",,"$9,477.91","$3,003.23",24%,Ertan Cicek,Direct Award,16/03/2018,,05/04/2018,20d
A417 Greenfield MDU,"MW22037-AYCA-53063P-2LIV-03-23 Mayberry Cres, Liverpool",Sydney,,Inv 13684,30/05/2018,09/04/2018,10/04/2018,12/04/2018,10/04/2018,24/05/2018,31/05/2018,Apr-18,May-18,,"MW22037-AYCA-53063P-2LIV-03-23 Mayberry Cres, Liverpool",Liverpool,"$1,129.84","$2,377.36","$3,507.20","$3,857.92",,,$0.00,"$3,507.20",100%,Ertan Cicek,Direct Award,20/03/2018,,16/04/2018,27d
A417 Greenfield MDU,"MW22057 - AYCA-4EOA07-2MIR-24 - 298-300 Taren Point Rd, Caringbah",Sydney,,Inv 13683,30/05/2018,03/05/2018,03/05/2018,10/05/2018,23/05/2018,16/05/2018,31/05/2018,May-18,May-18,,"MW22057 - AYCA-4EOA07-2MIR-24 - 298-300 Taren Point Rd, Caringbah",Caringbah,"$1,692.36","$8,088.39","$9,780.75","$10,758.83","$5,968.17",,"$5,968.17","$3,812.58",39%,Ertan Cicek,Direct Award,19/03/2018,,18/04/2018,30d
A417 Greenfield MDU,MW22050-AYCA-53E534-2LIV-12-25 Glenfield Rd Glenfield Int,Sydney,,Inv 13667,12/06/2018,07/06/2018,07/06/2018,07/06/2018,21/06/2018,21/06/2018,28/06/2018,Jun-18,Jun-18,,MW22050-AYCA-53E534-2LIV-12-25 Glenfield Rd Glenfield Int,Glenfield,"$2,640.00",$512.56,"$3,152.56","$3,467.82",,,$0.00,"$3,152.56",100%,Richard Huffadine,Direct Award,21/03/2018,,10/04/2018,20d
A417 Greenfield MDU,"MW22071- AYCA-4M02LB -2UND-62-401-405 Illawarra Road, Marrickville",Sydney,,,,,30/11/2018,,,,,Nov-18,Jan-00,,"MW22071- AYCA-4M02LB -2UND-62-401-405 Illawarra Road, Marrickville",Marrickville,$857.61,,$857.61,$943.37,,,$0.00,$857.61,100%,Ertan Cicek,Direct Award,21/03/2018,,23/04/2018,33d
A417 Greenfield MDU,MW21556  - AYCA-1XCONO -2NEW-22 - Ablin Erskineville Pty Ltd,Sydney,,Inv 13524,19/04/2018,29/03/2018,29/03/2018,04/04/2018,13/04/2018,13/04/2018,27/04/2018,Mar-18,Apr-18,,MW21556  - AYCA-1XCONO -2NEW-22 - Ablin Erskineville Pty Ltd,Erskinville,"$1,338.12","$16,376.49","$17,714.61","$19,486.07","$9,951.76",,"$9,951.76","$7,762.85",44%,Ertan Cicek,Direct Award,21/12/2017,,02/01/2018,12d
NBN Assurance Sydney,"MW22143 - INC000007228306 - 2 Lovelle St, Moss Vale, NSW",NSW,,Inv 13410,23/03/2018,16/03/2018,16/03/2018,,,,01/05/2018,Mar-18,May-18,,"MW22143 - INC000007228306 - 2 Lovelle St, Moss Vale, NSW",Moss Vale,"$6,897.78",,"$6,897.78","$7,587.56","$2,849.00",$441.40,"$3,290.40","$3,607.38",52%,Tony Gabriel,,,,,
NBN Assurance Sydney,"MW22147 - INC000007076078 - Lot 10, 15 Moles Street, Albion Park,",NSW,,Inv 13415,23/03/2018,07/03/2018,07/03/2018,,,,01/05/2018,Mar-18,May-18,,"MW22147 - INC000007076078 - Lot 10, 15 Moles Street, Albion Park,",Albion Park,"$3,001.39",,"$3,001.39","$3,301.53","$1,295.00",$154.49,"$1,449.49","$1,551.90",52%,Tony Gabriel,,,,,
NBN Assurance Sydney,"MW22144 - INC000007333304 - Lot 16, 21 Foy Av, Medlow Bath",NSW,,Inv 13411,23/03/2018,19/03/2018,19/03/2018,,,,01/05/2018,Mar-18,May-18,,"MW22144 - INC000007333304 - Lot 16, 21 Foy Av, Medlow Bath",Medlow Bath,"$3,575.87",,"$3,575.87","$3,933.46",$140.00,"$1,104.87","$1,244.87","$2,331.00",65%,Tony Gabriel,,,,,
NBN Assurance Sydney,"MW22146 - INC000007461059 - 27 Foy Av, Medlow Bath",NSW,,Inv 13412,23/03/2018,19/03/2018,19/03/2018,,,,01/05/2018,Mar-18,May-18,,"MW22146 - INC000007461059 - 27 Foy Av, Medlow Bath",Medlow Bath,"$1,281.40",,"$1,281.40","$1,409.54",,$441.40,$441.40,$840.00,66%,Tony Gabriel,,,,,
NBN Assurance Sydney,"MW22145 - INC000007293986 - Lot 22, 33 Foy Av, Medlow Bath",NSW,,Inv 13413,23/03/2018,19/03/2018,19/03/2018,,,,01/05/2018,Mar-18,May-18,,"MW22145 - INC000007293986 - Lot 22, 33 Foy Av, Medlow Bath",Medlow Bath,"$1,025.12",,"$1,025.12","$1,127.63",,$353.12,$353.12,$672.00,66%,Tony Gabriel,,,,,
NBN Assurance Sydney,"MW22154 - INC000007271428 – Lot 12, 21 Sharwood Pl, Gerringong",NSW,,Inv 13419,23/03/2018,19/03/2018,19/03/2018,,,,01/05/2018,Mar-18,May-18,,"MW22154 - INC000007271428 – Lot 12, 21 Sharwood Pl, Gerringong",Gerringong,"$6,768.65",,"$6,768.65","$7,445.52","$2,849.00",$308.98,"$3,157.98","$3,610.67",53%,Tony Gabriel,,,,,
A417 Greenfield MDU,MW22080-2QUA-02-AYCA-3I5VJ6-67 Dongola Circuit Schofields,Sydney,,Inv 13631,22/05/2018,03/05/2018,03/05/2018,08/05/2018,14/05/2018,16/05/2018,22/05/2018,May-18,May-18,,MW22080-2QUA-02-AYCA-3I5VJ6-67 Dongola Circuit Schofields,Schofields,$355.84,$668.36,"$1,024.20","$1,126.62",,,$0.00,"$1,024.20",100%,Ertan Cicek,Direct Award,23/03/2018,,01/05/2018,39d
NBN Assurance Sydney,"MW22152 - INC000007065260 - 33 Tumut St, Adelong, NSW",NSW,,Inv 13420,26/03/2018,08/03/2018,08/03/2018,,,,01/05/2018,Mar-18,May-18,,"MW22152 - INC000007065260 - 33 Tumut St, Adelong, NSW",Adelong,"$3,441.91",,"$3,441.91","$3,786.10","$1,559.00",$925.00,"$2,484.00",$957.91,28%,Tony Gabriel,,,,,
NBN Assurance Sydney,"MW22153 - INC000007236006 - LOT 5, 19 RESTON GRA, BELLA VISTA",NSW,,Inv 13421,26/03/2018,06/03/2018,06/03/2018,,,,01/05/2018,Mar-18,May-18,,"MW22153 - INC000007236006 - LOT 5, 19 RESTON GRA, BELLA VISTA",Bella Vista,$512.56,,$512.56,$563.82,,$176.56,$176.56,$336.00,66%,Tony Gabriel,,,,,
NBN Assurance Sydney,"MW22172 - INC000007232111 - Lot 224, 20 Elm St, Albion Park Rail, NSW",NSW,,Inv 13435,28/03/2018,08/03/2018,08/03/2018,,,,15/05/2018,Mar-18,May-18,,"MW22172 - INC000007232111 - Lot 224, 20 Elm St, Albion Park Rail, NSW",Albion Park,"$1,151.28",,"$1,151.28","$1,266.41",,$205.70,$205.70,$945.58,82%,Tony Gabriel,,,,,
NBN Assurance Sydney,"MW22150 - INC000007302762- Lot 81, 70 Point St, Bulli",NSW,,Inv 13422,27/03/2018,15/03/2018,15/03/2018,,,,17/05/2018,Mar-18,May-18,,"MW22150 - INC000007302762- Lot 81, 70 Point St, Bulli",Bulli,"$2,619.94",,"$2,619.94","$2,881.93","$1,036.00",$126.18,"$1,162.18","$1,457.76",56%,Tony Gabriel,,,,,
NBN Assurance Wagga,"MW22160 - INC000007219881 - Lot 165, 13 Poulton St, Ashmont, NSW",NSW,,Inv 13423,27/03/2018,22/03/2018,22/03/2018,,,,01/05/2018,Mar-18,May-18,,"MW22160 - INC000007219881 - Lot 165, 13 Poulton St, Ashmont, NSW",Ashmont,"$2,501.66",,"$2,501.66","$2,751.83",,,$0.00,"$2,501.66",100%,Tony Gabriel,,,,,
NBN Assurance Sydney,"MW22161 - INC000007088104 - Lot 1823, 4 Englorie Park Drive, Glen Alpine",NSW,,Inv 13424,27/03/2018,02/03/2018,02/03/2018,,,,01/05/2018,Mar-18,May-18,,"MW22161 - INC000007088104 - Lot 1823, 4 Englorie Park Drive, Glen Alpine",Glen Alpine,$512.56,,$512.56,$563.82,,$176.56,$176.56,$336.00,66%,Tony Gabriel,,,,,
NBN Assurance Sydney,"MW22162 - INC000007200382 - UNIT 2, 33 VILLAWOOD PL, VILLAWOOD",NSW,,Inv 13425,27/03/2018,09/03/2018,09/03/2018,,,,01/05/2018,Mar-18,May-18,,"MW22162 - INC000007200382 - UNIT 2, 33 VILLAWOOD PL, VILLAWOOD",Villawood,$384.42,,$384.42,$422.86,,$132.42,$132.42,$252.00,66%,Tony Gabriel,,,,,
NBN Assurance Sydney,"MW22173 - INC000007474012 –  LOT 122, 44 BALMORAL RD, LEURA",NSW,,Inv 13426,27/03/2018,16/03/2018,16/03/2018,,,,01/03/2018,Mar-18,Mar-18,,"MW22173 - INC000007474012 –  LOT 122, 44 BALMORAL RD, LEURA",Leura,$256.28,,$256.28,$281.91,,$88.28,$88.28,$168.00,66%,Tony Gabriel,,,,,
A417 Greenfield MDU,"MW21919 - AYCA-35Q2VE-2KEL-07-9 Fairway Drive, Kellyville",Sydney,,Inv 13511,19/04/2018,29/03/2018,29/03/2018,29/03/2018,,13/04/2018,27/04/2018,Mar-18,Apr-18,,"MW21919 - AYCA-35Q2VE-2KEL-07-9 Fairway Drive, Kellyville",Kellyville,"$8,288.41",-$772.02,"$7,516.39","$8,268.03","$4,736.21",,"$4,736.21","$2,780.18",37%,Sogand Mohtat,Direct Award,20/02/2018,,22/03/2018,30d
NBN Assurance Sydney,"MW22163 - INC000007246715- LOT 2020, 1106 WINDSOR RD, RIVERSTONE",NSW,,Inv 13427,27/03/2018,13/03/2018,13/03/2018,,,,01/05/2018,Mar-18,May-18,,"MW22163 - INC000007246715- LOT 2020, 1106 WINDSOR RD, RIVERSTONE",Riverstone,$961.05,,$961.05,"$1,057.16",,$315.45,$315.45,$645.60,67%,Tony Gabriel,,,,,
A417 Greenfield MDU,MW22065-AYCA-4FM8T4-2DBB-01-1L Hennessy Dr Drive Dubbo,West NSW,,Inv 13630,22/05/2018,27/04/2018,30/04/2018,03/05/2018,15/05/2018,09/05/2018,22/05/2018,Apr-18,May-18,,MW22065-AYCA-4FM8T4-2DBB-01-1L Hennessy Dr Drive Dubbo,Dubbo,"$1,316.17","$2,965.92","$4,282.09","$4,710.30",,,$0.00,"$4,282.09",100%,Ertan Cicek,Direct Award,27/03/2018,,30/04/2018,34d
NBN Assurance Wagga,"MW22159 - INC000007129251 - 169 Palm Avenue, Leeton",NSW,,Inv 13430,27/03/2018,27/02/2018,27/02/2018,,,,01/05/2018,Feb-18,May-18,,"MW22159 - INC000007129251 - 169 Palm Avenue, Leeton",Leeton,$512.56,,$512.56,$563.82,,$200.00,$200.00,$312.56,61%,Tony Gabriel,,,,,
NBN Assurance Wagga,"MW22164 - INC000007300655 - Lot 331, 23 Adams St, Ashmont",NSW,,Inv 13428,27/03/2018,19/03/2018,19/03/2018,,,,01/05/2018,Mar-18,May-18,,"MW22164 - INC000007300655 - Lot 331, 23 Adams St, Ashmont",Ashmont,$128.14,,$128.14,$140.95,,$50.00,$50.00,$78.14,61%,Tony Gabriel,,,,,
NBN Assurance Wagga,"MW22116 - INC000007403862 –  49 RACECOURSE RD, ORANGE",NSW,,Inv 13429,27/03/2018,21/03/2018,21/03/2018,,,,07/06/2018,Mar-18,Jun-18,,"MW22116 - INC000007403862 –  49 RACECOURSE RD, ORANGE",Orange,"$5,297.08",,"$5,297.08","$5,826.78","$1,496.00",$580.83,"$2,076.83","$3,220.25",61%,Tony Gabriel,,,,,
A417 Greenfield MDU,"MW22094-AYCA-4LM7HH-2UND-61-590-602 New Canterbury Rd, Hurlstone Park",Sydney,,,,,30/11/2018,,,,,Nov-18,Jan-00,,"MW22094-AYCA-4LM7HH-2UND-61-590-602 New Canterbury Rd, Hurlstone Park",Hurlestone Park,"$2,574.51",,"$2,574.51","$2,831.96",,,$0.00,"$2,574.51",100%,Ertan Cicek,Direct Award,28/03/2018,,24/04/2018,27d
A417 Greenfield MDU,"MW21923 - AYCA-4AOOM9 - 2NRN-01 - 12-13 SPRINGS RD, SPRING FARM",Sydney,,Inv 13462,05/04/2018,13/03/2018,13/03/2018,14/03/2018,26/03/2018,28/03/2018,05/04/2018,Mar-18,Apr-18,,"MW21923 - AYCA-4AOOM9 - 2NRN-01 - 12-13 SPRINGS RD, SPRING FARM",Spring Farm,"$1,516.19","$1,033.57","$2,549.76","$2,804.74",,,$0.00,"$2,549.76",100%,Andrew Mahassy,Direct Award,20/02/2018,,28/03/2018,36d
A417 Greenfield MDU,"MW22096-AYCA-3W384B-2HOR-62-433-437 Pacific Highway, Asquith",Sydney,,,,,30/07/2018,,,,,Jul-18,Jan-00,,"MW22096-AYCA-3W384B-2HOR-62-433-437 Pacific Highway, Asquith",Asquith,"$1,358.92",,"$1,358.92","$1,494.81",,,$0.00,"$1,358.92",100%,Ertan Cicek,Direct Award,28/03/2018,,24/04/2018,27d
A417 Greenfield MDU,"MW22095-AYCA-4H8EZO- 2HUH-22-117-123 Victoria Rd, Gladesville",Sydney,,,,,30/07/2018,,,,,Jul-18,Jan-00,,"MW22095-AYCA-4H8EZO- 2HUH-22-117-123 Victoria Rd, Gladesville",Gladesville,"$1,828.86",,"$1,828.86","$2,011.75",,,$0.00,"$1,828.86",100%,Ertan Cicek,Direct Award,29/03/2018,,24/04/2018,26d
A401/Greenfield,MW22098-AYCA-4RWURH-2CES-02-147 Mathieson Street Bellbird Heights,Newcastle,,Inv 13671,28/05/2018,30/04/2018,30/04/2018,01/05/2018,07/05/2018,10/05/2018,29/05/2018,Apr-18,May-18,,MW22098-AYCA-4RWURH-2CES-02-147 Mathieson Street Bellbird Heights,Bellbird Heights,"$5,003.75","$10,131.10","$15,134.85","$16,648.34",,,$0.00,"$15,134.85",100%,Dave Yoemans,28/03/2018,29/03/2018,1d,08/05/2018,40d
A417 Greenfield MDU,"MW22093-AYCA-4RGB2W-2EAS-62-111-139 Darlinghurst Rd, Potts Point",Sydney,,, ,,30/07/2018,,,,,Jul-18,Jan-00,,"MW22093-AYCA-4RGB2W-2EAS-62-111-139 Darlinghurst Rd, Potts Point",Potts Point,"$1,428.48",,"$1,428.48","$1,571.33","$6,326.50",$451.60,"$6,778.10","-$5,349.62",-374%,Ertan Cicek,Direct Award,29/03/2018,,24/04/2018,26d
A417 Greenfield MDU,MW22104-AYCA-4DRN0U-2BRG-03-182 Raby Road Gledswood Hills,Sydney,,Inv 13696,06/06/2018,14/05/2018,15/05/2018,18/05/2018,25/05/2018,29/05/2018,05/06/2018,May-18,Jun-18,,MW22104-AYCA-4DRN0U-2BRG-03-182 Raby Road Gledswood Hills,Gledswood Hills,$69.16,$524.42,$593.58,$652.94,,,$0.00,$593.58,100%,Ertan Cicek,Direct Award,04/04/2018,,16/05/2018,42d
A417 Greenfield MDU,MW22106-AYCA-4QKWZ8-2RIV-02-Queensbury Street - 2 Schofields,Sydney,,Inv 13585,10/05/2018,13/04/2018,13/04/2018,,,27/04/2018,03/05/2018,Apr-18,May-18,,MW22106-AYCA-4QKWZ8-2RIV-02-Queensbury Street - 2 Schofields,Schofields,"$1,088.03",,"$1,088.03","$1,196.83",,,$0.00,"$1,088.03",100%,Ertan Cicek,Direct Award,04/04/2018,,11/05/2018,37d
A417 Greenfield MDU,MW22105-AYCA-48L8EZ-2MIL-01-27 Tugela Rise Edmondson Park,Sydney,,Inv 13686,30/05/2018,23/04/2018,24/04/2018,18/05/2018,24/05/2028,04/05/2018,31/05/2018,Apr-18,May-18,,MW22105-AYCA-48L8EZ-2MIL-01-27 Tugela Rise Edmondson Park,Edmondson Park,"$4,554.44","$3,756.74","$8,311.18","$9,142.30",,,$0.00,"$8,311.18",100%,Andrew Mahassy,Direct Award,04/04/2018,,11/05/2018,37d
A417 Greenfield MDU,MW22200-AYCA-213H8O-2DAP-01-1 Wongawilli Road Wongawilli The Grove- Stage 4,Sydney,,Inv 13592,21/06/2018,01/06/2018,01/06/2018,01/06/2018,05/06/2018,14/06/2018,22/06/2018,Jun-18,Jun-18,,MW22200-AYCA-213H8O-2DAP-01-1 Wongawilli Road Wongawilli The Grove- Stage 4,Wongawilli,$110.88,$544.42,$655.30,$720.83,,,$0.00,$655.30,100%,Ertan Cicek,Direct Award,10/04/2018,,18/05/2018,38d
A401/Greenfield,"MW22196 - AYCA-4VVND3 - 2ORG-01 - 258 CLERGATE RD, ORANGE",West NSW,,Inv 13742,13/06/2018,23/05/2018,23/05/2018,23/05/2018,31/05/2018,06/06/2018,20/06/2018,May-18,Jun-18,,"MW22196 - AYCA-4VVND3 - 2ORG-01 - 258 CLERGATE RD, ORANGE",Orange,"$6,657.74","$4,284.16","$10,941.90","$12,036.08","$8,266.83",,"$8,266.83","$2,675.07",24%,Dave Yoemans,11/04/2018,16/04/2018,5d,08/06/2018,53d
A417 Greenfield MDU,MW22177-AYCA-54QSHT-2MIL-20-42A Kurrajong Rd Prestons,Sydney,,Inv 13848,06/07/2018,19/06/2018,19/06/2018,19/06/2018,25/06/2018,03/07/2018,10/07/2018,Jun-18,Jul-18,,MW22177-AYCA-54QSHT-2MIL-20-42A Kurrajong Rd Prestons,Prestons,$285.60,$512.56,$798.16,$877.98,,,$0.00,$798.16,100%,Nabeel Jaimon,Direct Award,11/04/2018,,20/05/2018,39d
A417 Greenfield MDU,MW22203-AYCA-2LIFV6-2ROU-02-4 Stringer Rd Kellyville,Sydney,,Inv 13638,22/05/2018,07/05/2018,07/05/2018,,,17/05/2018,22/05/2018,May-18,May-18,,MW22203-AYCA-2LIFV6-2ROU-02-4 Stringer Rd Kellyville,Kellyville,"$1,784.38",,"$1,784.38","$1,962.82",,,$0.00,"$1,784.38",100%,Ertan Cicek,Direct Award,12/04/2018,,30/05/2018,48d
